,name,place_id,business_status,raiting,price_level,total_reviews,direction,latitud,longitud,neightbour
865,Catering Xalana,ChIJDZyJ-ISipBIRC5mjqPff0-c,OPERATIONAL,4.1,,18,"C/ del Rosselló, 155, Barcelona",41.3888751,2.1512493,l'Antiga Esquerra de l'Eixample
866,Restaurant O Retorniño,ChIJJ3ISYYSipBIRZbmuNoUQGao,OPERATIONAL,4.4,2.0,3141,"C/ del Rosselló, 147, Barcelona",41.3885576,2.1508228,l'Antiga Esquerra de l'Eixample
867,Restaurantelos Gallos de Catalán,ChIJtfqL9YSipBIRAWGvQ8NScSk,OPERATIONAL,4.0,,64,"C/ del Rosselló, 118, Barcelona",41.3886748,2.1513902,l'Antiga Esquerra de l'Eixample
868,The Pancake House,ChIJdWcZKIOipBIRzk2z-0fF9w8,OPERATIONAL,3.3,,6,"Carrer del Comte d'Urgell, 260, Barcelona",41.3906783,2.1475042,l'Antiga Esquerra de l'Eixample
869,Umeboshi Sushi,ChIJ95ffrTKjpBIR1jrDzahyLqU,OPERATIONAL,4.7,,13,"C. de Villarroel, 204, Local 4, Barcelona",41.3915894,2.1485803,l'Antiga Esquerra de l'Eixample
870,SushiTake,ChIJMVN9fd2jpBIRNundbmf2-9Q,OPERATIONAL,0.0,,0,"dentro de Caprabo, C. de Villarroel, 194, Barcelona",41.3912242,2.1490377,l'Antiga Esquerra de l'Eixample
871,Can Xurrades,ChIJe-j2k5eipBIR-0ppTedb2Qo,OPERATIONAL,4.5,3.0,1524,"C/ de Casanova, 212, Barcelona",41.3919739,2.1503102,l'Antiga Esquerra de l'Eixample
872,84 Londres,ChIJ3y6Or7OjpBIRxkUsqrGviy8,OPERATIONAL,4.5,,150,"C/ de Londres, 84, Barcelona",41.39288639999999,2.1501654,l'Antiga Esquerra de l'Eixample
873,Restaurant Blau BCN,ChIJKZXIgpyipBIRypSXuoRKJuE,OPERATIONAL,4.2,2.0,449,"C/ de Londres, 89, Barcelona",41.3930207,2.1499495,l'Antiga Esquerra de l'Eixample
874,Café San Telmo,ChIJU7t89JyipBIRsqCl8FvPRvU,OPERATIONAL,4.0,2.0,857,"C/ de Buenos Aires, 60, Barcelona",41.39333329999999,2.1486111,l'Antiga Esquerra de l'Eixample
875,Veg& The Gang,ChIJbfNfNr2jpBIREiLfDO-CJB0,OPERATIONAL,4.4,,471,"C/ de Casanova, 195, Barcelona",41.39272709999999,2.148727,l'Antiga Esquerra de l'Eixample
876,Braseria Cerveseria Gallega,ChIJBWj-kpyipBIRQBzpOA0lz7U,OPERATIONAL,4.4,2.0,655,"C/ de Casanova, 238, Barcelona",41.3930889,2.1491209,l'Antiga Esquerra de l'Eixample
877,Five Guys Diagonal,ChIJSz5E04ijpBIR4KETnS3s4ng,OPERATIONAL,4.2,2.0,623,"Av. Diagonal, 449, Barcelona",41.3936038,2.1489178,l'Antiga Esquerra de l'Eixample
878,Chiku Yo Tei,ChIJ63YLW5yipBIRhfagap9_dlQ,OPERATIONAL,4.2,1.0,1142,"Passatge de Marimon, 6, Barcelona",41.3943023,2.1483995,Sant Gervasi - Galvany
879,TEQUEÑERÍA TEKE FACTORY (tequeños),ChIJ91rL_eejpBIRVq6tUZFinv8,OPERATIONAL,4.8,,465,"Passatge de Josep Llovera, 1, Barcelona",41.3956323,2.1484934,Sant Gervasi - Galvany
880,Notifixis,ChIJbzATp56ipBIRXnIiKRqZ2Qg,OPERATIONAL,3.8,,280,"C/ d'Aribau, 250, Barcelona",41.3963167,2.1491347,Sant Gervasi - Galvany
881,Urban Poke Bar - Muntaner,ChIJhf6lTrqjpBIRgzn90nW-oaA,OPERATIONAL,4.7,,341,"C/ de Muntaner, 256, Barcelona",41.3950871,2.1484582,Sant Gervasi - Galvany
882,"Carnosos, Tacos y Burritos",ChIJ28y37t2jpBIR8PrVZwFHU1o,OPERATIONAL,2.0,,8,"Passatge de Josep Llovera, 1, Barcelona",41.3956323,2.1484934,Sant Gervasi - Galvany
883,GP Restaurant Tuset,ChIJsfbcljSjpBIRs_oOOOGrC2I,OPERATIONAL,4.1,,33,"Carrer de Tuset, 21, Barcelona",41.396146,2.1489158,Sant Gervasi - Galvany
884,"Yanda, Arroces y Paellas",ChIJJb_O-0yjpBIROVhAytpUxag,OPERATIONAL,2.5,,18,"Passatge de Josep Llovera, Barcelona",41.3957118,2.1484157,Sant Gervasi - Galvany
885,MONOCROM - Restaurant | Bistró | Vins naturals,ChIJJS1l6J6ipBIRVXBk9L-HonU,OPERATIONAL,4.4,2.0,547,"Pl. de Cardona, 4, Barcelona",41.3980719,2.1485912,Sant Gervasi - Galvany
886,Lagarto Food & Drinks - Restaurante Sant Gervasi Barcelona,ChIJ4wigt9CjpBIRzBd4Hy-pBxo,OPERATIONAL,4.7,,587,"C/ de Balmes, 203, Barcelona",41.3977486,2.1515894,Sant Gervasi - Galvany
887,Roost chicken BCN,ChIJdWUhLLKjpBIRZ4cg8jqoMeA,OPERATIONAL,2.5,,34,"C/ dels Madrazo, 68, Barcelona",41.3988565,2.1469949,Sant Gervasi - Galvany
888,La Flor de Barcelona Restaurant,ChIJFZQEbv-jpBIRr2ffv9dlot8,OPERATIONAL,4.8,,140,"Carrer de Laforja, 8, Barcelona",41.4000937,2.1508011,Sant Gervasi - Galvany
889,"Maai, Healthy & Real Food",ChIJCxWDw5iipBIRPEjuRdrmpsI,OPERATIONAL,4.7,1.0,324,"Carrer de Regàs, 30, Barcelona",41.3996083,2.1509278,Sant Gervasi - Galvany
890,Restaurante Marià Cubí,ChIJVVXl6JiipBIRu2V9d2kiPvA,OPERATIONAL,3.7,1.0,102,"Carrer de Marià Cubí, 4, Barcelona",41.399395,2.151453,Sant Gervasi - Galvany
891,Crêperie Bretonne,ChIJB2tYY5-ipBIRjr_MTMgDHcg,OPERATIONAL,4.3,1.0,454,"C/ de Balmes, 274, Barcelona",41.4009153,2.1481736,Sant Gervasi - Galvany
892,Restaurant Aurea,ChIJJdAxMaKipBIRnFOGHIyvpas,OPERATIONAL,4.4,,194,"Carrer d'Aulèstia i Pijoan, 32, Barcelona",41.4033398,2.1508192,la Vila de Gràcia
893,Restaurant Prosperitat,ChIJhfGJ66OipBIRYtAN1NxHWrc,OPERATIONAL,4.3,1.0,312,"C/ Gran de Gràcia, 250, Barcelona",41.4052562,2.1509595,la Vila de Gràcia
894,La Huerta GastroClub,ChIJj9eoHqSipBIR0vIl7Y21rc0,OPERATIONAL,4.7,,174,"Pl. de Lesseps, 17, Barcelona",41.4076241,2.1511372,la Vila de Gràcia
895,Inedit cocinas del mundo,ChIJvf3Xc2WjpBIR9Gz7_qbtUss,OPERATIONAL,4.5,,22,"C. de Pérez Galdós, 40, Barcelona",41.4067239,2.1511443,la Vila de Gràcia
896,Spelta Cafè & Restaurant,ChIJP9C0lqGjpBIRM1zYfsoHmLk,OPERATIONAL,4.5,1.0,246,"Carrer de Maignon, 11, Barcelona",41.4088415,2.150657,la Salut
897,Restaurant Xinès,ChIJq3y_66OipBIRupaAR2oPQwo,OPERATIONAL,4.9,,14,"C/ Gran de Gràcia, 248, Barcelona",41.4052029,2.1510027,la Vila de Gràcia
898,Bar Restaurant Hortal,ChIJPQ_ey6yipBIRiiJqc6bq2Yk,OPERATIONAL,4.2,1.0,156,"Carrer de l'Hortal, 19, Barcelona",41.4209246,2.1513965,el Carmel
899,ANTICA OSTERIA,ChIJX4L9c7u9pBIRBgIg7lJAwSo,OPERATIONAL,5.0,,33,"Passeig de la Mare de Déu del Coll, 119, Barcelona",41.4216479,2.1503021,la Teixonera
900,Restaurant Arcasa CaixaForum,ChIJ9yL2ihujpBIRdvXysiok2PA,OPERATIONAL,4.1,,137,"Av. de Francesc Ferrer i Guàrdia, 6, 8, 08038, Barcelona",41.3716315,2.149463,la Font de la Guatlla
901,Suarna Restaurant,ChIJ558FkXuipBIRonWkb0iXnjc,OPERATIONAL,3.8,2.0,1927,"C/ de Llança, 1, Barcelona",41.3753924,2.1515468,Sant Antoni
902,Happy Rock,ChIJqaXVrn6ipBIR_DpqCpVNA5c,OPERATIONAL,4.0,2.0,1537,"Gran Via de les Corts Catalanes, 373 - 385, Barcelona",41.37622959999999,2.1496861,la Nova Esquerra de l'Eixample
903,Poke Sí (CC. Arenas),ChIJr2-F97SjpBIRGhwbNGk-ztE,OPERATIONAL,4.8,,487,"Gran Via de les Corts Catalanes, 373-385, Local S-1 B, Barcelona",41.3761116,2.1493866,la Nova Esquerra de l'Eixample
904,Mar i Terra Arenas,ChIJ409SRPCjpBIR22gZfELxpzU,OPERATIONAL,4.7,,79,"Gran Via de les Corts Catalanes, 373-385, planta Cúpula, Barcelona",41.3763031,2.1493855,la Nova Esquerra de l'Eixample
905,UDON Arenas,ChIJCYwK_nuipBIRgtnsMjFXsqk,OPERATIONAL,3.9,2.0,1037,"Gran Via de les Corts Catalanes, 373-385, Barcelona",41.3763647,2.1495711,la Nova Esquerra de l'Eixample
906,Tapa Gaudí,ChIJf-d3AXyipBIRPug84h7_64U,OPERATIONAL,3.6,2.0,241,"Gran Via de les Corts Catalanes, 373-385, Barcelona",41.3764462,2.1500507,la Nova Esquerra de l'Eixample
907,Tartela,ChIJ4aW6pn6ipBIR1mM3bkvIDh8,OPERATIONAL,4.7,1.0,1250,"C/ de Llança, 32, Barcelona",41.3771351,2.1496594,la Nova Esquerra de l'Eixample
908,Tapa Tapa Arenas,ChIJCVBwAHyipBIR7WbXbaHpuBA,OPERATIONAL,3.7,2.0,4607,"Gran Via de les Corts Catalanes, 373, Barcelona",41.37620400000001,2.150044,la Nova Esquerra de l'Eixample
909,Bar restaurant Bienvenido,ChIJr1C5THyipBIR9xbck5pZp84,OPERATIONAL,3.9,1.0,127,"C/ de la Diputació, 40, Barcelona",41.3786011,2.1516456,la Nova Esquerra de l'Eixample
910,CruiX,ChIJG8wtVnyipBIRru4JNK9EdkM,OPERATIONAL,4.6,2.0,1998,"C/ d'Entença, 57, Barcelona",41.3781622,2.1522811,la Nova Esquerra de l'Eixample
911,Restaurant O'Canto,ChIJr11rsn2ipBIRfzZFT6EBPgI,OPERATIONAL,4.0,1.0,1242,"C/ de la Diputació, 23, Barcelona",41.3791339,2.1517583,la Nova Esquerra de l'Eixample
912,Rustic BCN,ChIJz4gur9CjpBIRNMuKN3QXEo4,OPERATIONAL,4.7,2.0,372,"C/ del Consell de Cent, 94, Barcelona",41.3800674,2.1513104,la Nova Esquerra de l'Eixample
913,Restaurant Marcelino 16,ChIJP2hHpn2ipBIRaQekRDraqxs,OPERATIONAL,4.4,1.0,654,"C/ de la Diputació, 41, Barcelona",41.3794111,2.1522167,la Nova Esquerra de l'Eixample
914,Restaurant Pazo,ChIJLbfHhoeipBIRsN1V65FCPsc,OPERATIONAL,4.2,1.0,68,"C/ del Consell de Cent, 123, Barcelona",41.3813504,2.1525524,la Nova Esquerra de l'Eixample
915,OakBerry Açaí Bowls,ChIJiwe-OdOjpBIRTcWEOUhb1is,OPERATIONAL,4.5,,128,"C/ d'Aragó, 10, Barcelona",41.3799515,2.1489877,la Nova Esquerra de l'Eixample
916,the Crown Marine,ChIJ8WyPVoeipBIRT5429RBJksE,OPERATIONAL,4.2,2.0,425,"Esquina Carrer d'Arangó, C/ de Rocafort, 130, Barcelona",41.3813981,2.1508511,la Nova Esquerra de l'Eixample
917,Els llegums,ChIJh3v5SG65Z0ARdAA5n54ryFY,OPERATIONAL,4.3,2.0,132,"C/ d'Entença, 116, Barcelona",41.3809635,2.1490409,la Nova Esquerra de l'Eixample
918,Bar Restaurante Sol,ChIJvd-eWemjpBIRQoDXtF1tMK4,OPERATIONAL,4.4,,10,"C/ d'Aragó, 103, Barcelona",41.3824978,2.151851,la Nova Esquerra de l'Eixample
919,Dayami Brunch & Coffee,ChIJr0fMqmqjpBIRdCt4Uz5NPv4,OPERATIONAL,4.9,,52,"C/ de València, 59, Barcelona",41.3825417,2.1496289,la Nova Esquerra de l'Eixample
920,El Teu Racó,ChIJkecdyoaipBIRt7YLizIAwCI,OPERATIONAL,5.0,,1,"C. de Viladomat, 209, Barcelona",41.3848245,2.1501292,la Nova Esquerra de l'Eixample
921,Bar Restaurant Bona Sort,ChIJJ3rp8YaipBIRbb9b5c_Z6AU,OPERATIONAL,4.0,,135,"Av. de Roma, 101, Barcelona",41.3847894,2.1516623,la Nova Esquerra de l'Eixample
922,Bar Roma,ChIJ43SBJIeipBIRgmW-mZYEqq8,OPERATIONAL,4.8,,174,"C/ de València, 104, Barcelona",41.3831854,2.1508463,la Nova Esquerra de l'Eixample
923,Waffle,ChIJ6QgPoZ6jpBIRqMIZvEvNjOE,OPERATIONAL,4.8,,77,"C. de Viladomat, 215, Barcelona",41.38502270000001,2.1500096,la Nova Esquerra de l'Eixample
924,Pizzeria Capricciosa,ChIJCRWzAYSipBIRK8k4B287ucM,OPERATIONAL,4.3,1.0,604,"C/ de Provença, 99, Barcelona",41.3863858,2.149974,la Nova Esquerra de l'Eixample
925,Bar Restaurant Estrella De Galicia,ChIJLej-CISipBIR1F9crAcvgGY,OPERATIONAL,3.4,1.0,48,"C/ del Comte Borrell, 234, Barcelona",41.3871042,2.1502618,la Nova Esquerra de l'Eixample
926,Rte.MARTIN'S,ChIJqzyz-YSipBIRK1Lt3ZPf7Ic,OPERATIONAL,3.9,,183,"C. de Villarroel, 183, Barcelona",41.3887924,2.1518428,l'Antiga Esquerra de l'Eixample
927,La Taverna del Clínic,ChIJO7D_9ISipBIR5MjQsiSjFWo,OPERATIONAL,4.2,,972,"C/ del Rosselló, 155, Barcelona",41.3888944,2.1512135,l'Antiga Esquerra de l'Eixample
928,Barcino,ChIJT9LbiFijpBIRpMGvcuQVhhA,OPERATIONAL,4.3,2.0,462,"Carrer del Comte d'Urgell, 222, Barcelona",41.38901,2.149813,l'Antiga Esquerra de l'Eixample
929,Ocafú Córsega - Taverna Gallega,ChIJtfcNnayjpBIRbFYpLN_eqxs,OPERATIONAL,4.7,,15,"C/ de Còrsega, 174, Barcelona",41.3893049,2.1499572,l'Antiga Esquerra de l'Eixample
930,Las Muns,ChIJ2b4ZMCOjpBIRViAQFHRNgQ0,OPERATIONAL,4.5,,61,"C. de Villarroel, 173, Barcelona",41.3883662,2.1523994,l'Antiga Esquerra de l'Eixample
931,Antic Villarroel,ChIJA6CCWIOipBIRbPf--knLFRo,OPERATIONAL,4.3,2.0,350,"C. de Villarroel, 182, Barcelona",41.39042999999999,2.14986,l'Antiga Esquerra de l'Eixample
932,TGB - The Good Burger,ChIJ2XmPWoOipBIRjeLU40bNDfc,OPERATIONAL,3.7,1.0,837,"C. de Villarroel, 223, Barcelona",41.3905584,2.149526,l'Antiga Esquerra de l'Eixample
933,YaYa,ChIJQUQJUYOipBIR3UG2v0paIw4,OPERATIONAL,3.9,1.0,600,"C/ de París, 132, Barcelona",41.3908074,2.1496885,l'Antiga Esquerra de l'Eixample
934,Tio Bigotes,ChIJHbn8cJqipBIRbLIC6lyRlTo,OPERATIONAL,4.3,1.0,689,"C/ de París, 131, Barcelona",41.3906916,2.1489106,l'Antiga Esquerra de l'Eixample
935,Takenori Mito Daruma (reservas teppanyaki solo telefono),ChIJhTe3ypyipBIRzHyo7tpGohw,OPERATIONAL,4.7,,403,"C. de Villarroel, 237, Barcelona",41.391289,2.1484806,l'Antiga Esquerra de l'Eixample
936,Megan Bar Restaurant,ChIJeTLBO3SjpBIRO5l0pF8V9Hw,OPERATIONAL,4.9,,69,"C/ de Londres, 87, Barcelona",41.3929809,2.1498013,l'Antiga Esquerra de l'Eixample
937,Le P’ty Mon,ChIJV0yThJyipBIRxqVJ5sagAc4,OPERATIONAL,4.5,2.0,423,"Passatge de Lluís Pellicer, 13, Barcelona",41.3932095,2.1495508,l'Antiga Esquerra de l'Eixample
938,HANABI,ChIJ3WQMg5yipBIR6fp-6BLXeCo,OPERATIONAL,4.4,,284,"Passatge de Lluís Pellicer, 18, Barcelona",41.3932203,2.149709,l'Antiga Esquerra de l'Eixample
939,Restaurante Bivac,ChIJpRTpxiyjpBIRHJ_--x-bq5w,OPERATIONAL,4.6,,83,"C/ de Muntaner, 215, Barcelona",41.3935666,2.1499159,l'Antiga Esquerra de l'Eixample
940,Medellín Lounge Restaurant,ChIJg3nB2ymjpBIReX1YFjxM7mA,OPERATIONAL,3.4,,16,"C/ d'Aribau, 191, Barcelona",41.39501000000001,2.1497647,Sant Gervasi - Galvany
941,Restaurante-Cafetería El Corriol,ChIJvY0CDEqjpBIRtpF76MIR2zg,OPERATIONAL,4.9,,35,"Carrer del Bon Pastor, 5, Barcelona",41.3945356,2.1499032,Sant Gervasi - Galvany
942,Crep Nova Muntaner,ChIJdRQFbpyipBIRYIaokwvcXm4,OPERATIONAL,4.1,2.0,875,"C/ de Muntaner, 244, Barcelona",41.3945409,2.1491609,Sant Gervasi - Galvany
943,Wynwood Café Healthy Food,ChIJcawauTmjpBIR-5EgBvhAc2c,OPERATIONAL,4.1,,401,"Travessera de Gràcia, 52, Barcelona",41.3957418,2.1492517,Sant Gervasi - Galvany
944,Teikit Barcelona,ChIJx5r-GpyipBIRGE8S7cPKYgY,OPERATIONAL,4.0,2.0,384,"Travessera de Gràcia, 50, Barcelona",41.3956519,2.1490975,Sant Gervasi - Galvany
945,Saibo Tuset,ChIJ8x_y95uipBIRB38pGcJQyIg,OPERATIONAL,5.0,,1,"C/ d'Aribau, 230, Barcelona",41.3956131,2.1501439,Sant Gervasi - Galvany
946,restaurantes en traspaso barcelona,ChIJuSCaAZyipBIRJkR4uz_rfEU,OPERATIONAL,0.0,,0,"Travessera de Gràcia, 56, Barcelona",41.39607050000001,2.1497052,Sant Gervasi - Galvany
947,Arde Barcelona,ChIJk3g1Yl-jpBIRvKM9XLlTUNY,OPERATIONAL,4.3,,737,"C/ d'Aribau, 242, Barcelona",41.3960189,2.1497156,Sant Gervasi - Galvany
948,"Restaurant La Tagliatella | Travessera Gràcia 87, Barcelona",ChIJjX8Y_b6ipBIR-BkrX5GG5G0,OPERATIONAL,4.0,2.0,1666,"Travessera de Gràcia, 87, Barcelona",41.3975575,2.1516254,Sant Gervasi - Galvany
949,Budy Cafe,ChIJRUwFK5mipBIRGJH0xUXCWrE,OPERATIONAL,4.2,2.0,291,"Carrer de Marià Cubí, 44, Barcelona",41.3985143,2.1499846,Sant Gervasi - Galvany
950,A Vocados Tuset,ChIJ90giZLujpBIRFrzHIUqgzaw,OPERATIONAL,4.0,,614,"Carrer de Tuset, 17, Barcelona",41.3960776,2.1515615,Sant Gervasi - Galvany
951,Restaurant ramen,ChIJ4RVH1p6ipBIRRAvXP4HJZEs,OPERATIONAL,4.2,1.0,535,"Carrer d'Alfons XII, 34, Barcelona",41.3986667,2.1495206,Sant Gervasi - Galvany
952,Casa Palet,ChIJ1TRqx5iipBIRg4CDGMbQ0n0,OPERATIONAL,4.5,2.0,576,"Carrer de Laforja, 9, Barcelona",41.3998942,2.150788,Sant Gervasi - Galvany
953,VICIO,ChIJD_3-uYGjpBIRhApuPvIOYM8,OPERATIONAL,4.3,,24,"C/ de Balmes, 248, Barcelona",41.3999179,2.1501275,Sant Gervasi - Galvany
954,Il Fuoco Pizzeria Balmes,ChIJt48mOJ-ipBIRXPNexPULITw,OPERATIONAL,4.2,1.0,317,"C/ de Balmes, 253, Barcelona",41.3999178,2.1492355,Sant Gervasi - Galvany
955,La Esquinita,ChIJoRUMbaCjpBIRW3ReqSL0svQ,OPERATIONAL,4.6,,250,"C/ dels Madrazo, 20-22, local A, Barcelona",41.4009235,2.1497519,Sant Gervasi - Galvany
956,Memorias De China,ChIJi0clTZ-ipBIR699v3Kc7oCo,OPERATIONAL,4.3,3.0,935,"Carrer de Lincoln, 17, Barcelona",41.4004467,2.1499482,Sant Gervasi - Galvany
957,LAZEEZ BBQ Lebanese restaurant,ChIJb6IgCV-jpBIRQRItYk0Mrek,OPERATIONAL,4.8,,493,"Avinguda de la Riera de Cassoles, 4, Barcelona",41.4016977,2.151145,la Vila de Gràcia
958,Sushito,ChIJn8mWpjejpBIRu3XeTcL5UYE,OPERATIONAL,4.0,,148,"C/ de Saragossa, 26, Barcelona",41.4019514,2.1495494,el Putxet i el Farró
959,Rebost de la Plana,ChIJv5v6VKKipBIRSjuSB3qCaEs,OPERATIONAL,3.9,1.0,635,"Plaça de Trilla, 2, Barcelona",41.4036038,2.1524965,la Vila de Gràcia
960,Fuji Ya Barcelona,ChIJDwFvjKGipBIR8_MF4vKCveQ,OPERATIONAL,4.3,1.0,274,"Carrer de Guillem Tell, 18, Barcelona",41.4028029,2.1488975,el Putxet i el Farró
961,Toma Ya Street Food,ChIJ1-Cye6OipBIRxpfgjCDejPk,OPERATIONAL,4.7,1.0,599,"C/ de Nil Fabra, 34, 36, Barcelona",41.406313,2.152386,la Vila de Gràcia
962,Restaurant l’Olla,ChIJRUSAXOSjpBIRJTeN_AgqB0Q,OPERATIONAL,4.1,1.0,202,Barcelona,41.4067995,2.1516691,la Vila de Gràcia
963,Verbena,ChIJgRRJ0D2jpBIRpP0rJiGwt_8,OPERATIONAL,3.0,,1,"C. de Pérez Galdós, 40, Barcelona",41.4067239,2.1511443,la Vila de Gràcia
964,Stuzzichini TAPAS & COPAS,ChIJ56vTi6OipBIRlUvEklnirDQ,OPERATIONAL,4.1,,486,"C. de Pérez Galdós, 31, Barcelona",41.4060176,2.1513899,la Vila de Gràcia
965,Pizzeria La Svolta,ChIJ-1W5iaOipBIRutyMm3GBYGQ,OPERATIONAL,4.4,1.0,282,"C. de Pérez Galdós, 30, Barcelona",41.4061159,2.1515129,la Vila de Gràcia
966,NÜA Smart Restaurant,ChIJyb_RqnujpBIRY35PX6Cs4pY,OPERATIONAL,4.6,2.0,2368,"C/ Gran de Gràcia, 167, Barcelona",41.4030285,2.1522093,la Vila de Gràcia
967,Restaurant Cafeteria l'Àncora,ChIJlW28rKWipBIRZcmj_Rlcjbs,OPERATIONAL,3.5,1.0,160,"C/ de Verdi, 213, Barcelona",41.4087358,2.1519968,la Salut
968,Rosa Pinky,ChIJaRPppaWipBIRFbMMk55vmFk,OPERATIONAL,4.4,2.0,302,"Carrer de Maignon, 25bis, Local 1, Barcelona",41.409393,2.15206,la Salut
969,EL GUAYACO +593,ChIJDcZHWRajpBIRsexlWIC0EC0,OPERATIONAL,1.8,,4,"Carrer del Santuari, Barcelona",41.4205073,2.152132,el Carmel
970,Font Bar-Restaurant & Pizzeria,ChIJGTX7cXuipBIRD7O8szLDVO4,OPERATIONAL,4.0,,104,"Av. del Paral·lel, 190, Barcelona",41.3752401,2.1529908,Sant Antoni
971,El Mesonet,ChIJlV3rfnuipBIR6tvx1mJy7J8,OPERATIONAL,4.4,1.0,518,"C/ de Sepúlveda, 11, Barcelona",41.3759522,2.1525699,Sant Antoni
972,Spice Bcn Parallel,ChIJN-0eiHyjpBIROefYVqM8Tso,OPERATIONAL,4.4,1.0,579,"Av. del Paral·lel, 184, Barcelona",41.3752526,2.1534956,Sant Antoni
973,L'Àmfora,ChIJv9B4anuipBIRi9luY42bFI4,OPERATIONAL,3.9,2.0,2186,"Av. del Paral·lel, 184, Barcelona",41.3752989,2.1535659,Sant Antoni
974,Sushi Arenas,ChIJmyR19XuipBIRqYBNC4mUy2U,OPERATIONAL,4.4,,9,"Gran Via de les Corts Catalanes, 390, Barcelona",41.3757743,2.1507517,Sant Antoni
975,Mussol Arenas,ChIJqzAdJ32ipBIRi2pcQ5pS23I,OPERATIONAL,3.7,2.0,3055,"Gran Via de les Corts Catalanes, 373, 385, Barcelona",41.3760333,2.1490833,la Nova Esquerra de l'Eixample
976,Wild Beef,ChIJrZZKKPujpBIR7Bc6jzFc5Bk,OPERATIONAL,4.6,,80,"Av. del Paral·lel, 188, Barcelona",41.3752943,2.1531718,Sant Antoni
977,KFC,ChIJRWWC7HuipBIRfdBilXsI6Uw,OPERATIONAL,3.7,1.0,3389,"Plaza España, Av. del Paral·lel, 204, Barcelona",41.3752752,2.1509,Sant Antoni
978,JAPON JAMON ARENAS,ChIJ4c2h8HuipBIRcs93Fiju95s,OPERATIONAL,3.8,2.0,359,"Gran Vía de les Corts Catalanes Esquina, C/ de Llança, 384-390, Barcelona",41.375885,2.1508209,Sant Antoni
979,Bitte! Wurst - Arenas,ChIJYdiUA3yipBIRLSEvDtBWNno,OPERATIONAL,2.9,,202,"C/ de Llança, 15, 21, Barcelona",41.3765458,2.1499668,la Nova Esquerra de l'Eixample
980,Hamburguesería El Rey del Bocata,ChIJASfianyipBIRhII4JKIC72E,OPERATIONAL,4.1,1.0,634,"C. de Vilamarí, 47, Barcelona",41.3772515,2.1512592,la Nova Esquerra de l'Eixample
981,Restaurant Galícia,ChIJnUOH93yipBIR4ouxp6LWyKo,OPERATIONAL,3.8,1.0,1512,"Gran Via de les Corts Catalanes, 425, Barcelona",41.3779627,2.1524676,la Nova Esquerra de l'Eixample
982,Bar Restaurant Xopet,ChIJJfKkCnyipBIR2inGRVyc8IA,OPERATIONAL,4.1,,9,"Gran Via de les Corts Catalanes, 394, Barcelona",41.3763104,2.1512644,Sant Antoni
983,Restaurante El Pozairon,ChIJK7NhaX2ipBIR9nnOhI0n9ak,OPERATIONAL,4.2,,15,"C/ de la Diputació, 55, Barcelona",41.3802659,2.1532229,la Nova Esquerra de l'Eixample
984,"SB Meat, wine & Tea",ChIJBQeAhASjpBIRMvfgNHPt49U,OPERATIONAL,0.0,,0,"C/ de Rocafort, 91, Barcelona",41.37928120000001,2.153138900000001,la Nova Esquerra de l'Eixample
985,CHEBU,ChIJba9MsX2ipBIRwwCIyS7yRY4,OPERATIONAL,4.3,1.0,273,"C/ d'Entença, 72, Barcelona",41.3791236,2.1514606,la Nova Esquerra de l'Eixample
986,Cinc Sentits,ChIJ8TMSh46ipBIRVmVx_17vwLE,OPERATIONAL,4.7,4.0,623,"C/ d'Entença, 60, Barcelona",41.3783882,2.1524171,la Nova Esquerra de l'Eixample
987,RESTAURANT El Faisan,ChIJUbPK7nyipBIRdK4WskCDaK4,OPERATIONAL,3.7,1.0,1330,"Gran Via de les Corts Catalanes Esquina Carrer d'Entença, 428, Barcelona",41.3777775,2.153333,Sant Antoni
988,Turkish kebab,ChIJmZh1puyjpBIRitcBC1D9W_0,OPERATIONAL,3.7,,64,"C/ d'Aragó, 38, Barcelona",41.3808979,2.1501515,la Nova Esquerra de l'Eixample
989,A Gaudir,ChIJTSk4wLyipBIRjufCxyGXz1w,OPERATIONAL,4.2,2.0,422,"C/ d'Aragó, 111, Barcelona",41.382746,2.1521388,la Nova Esquerra de l'Eixample
990,Bodega Calàbria,ChIJTUDdc4eipBIRDkjoP6iF8eI,OPERATIONAL,4.3,1.0,168,"Carrer de Calàbria, 160, Barcelona",41.3821181,2.1520034,la Nova Esquerra de l'Eixample
991,Restaurant Arabica,ChIJdWfpN-aipBIRRtxzSp1H9xU,OPERATIONAL,4.5,1.0,1188,"C. de Viladomat, 213, Barcelona",41.38500639999999,2.1500754,la Nova Esquerra de l'Eixample
992,CieCie Restaurant,ChIJMXV2ghmjpBIR4l8dct9hCBg,OPERATIONAL,4.5,1.0,180,"C. de Viladomat, 206, bjs 2, Barcelona",41.3851218,2.1503514,la Nova Esquerra de l'Eixample
993,O'Retorno,ChIJo9a8zYWipBIRbExm8o2jDd8,OPERATIONAL,4.4,2.0,6412,"Carrer del Comte d'Urgell, 168, Barcelona",41.3868726,2.1527424,l'Antiga Esquerra de l'Eixample
994,Caferia Fortune Restaurant,ChIJ1TX-WoaipBIRX6DR98pRerI,OPERATIONAL,3.5,1.0,127,"Av. de Roma, 110, Barcelona",41.3843288,2.1529196,la Nova Esquerra de l'Eixample
