,name,place_id,business_status,raiting,price_level,total_reviews,direction,latitud,longitud,neightbour
2283,Bar Restaurant Studio 44,ChIJU0VIul2ipBIRDwwGG4L7E44,OPERATIONAL,4.1,,59,"Carrer de Salvà, 16, Barcelona",41.3742198,2.1663826,el Poble-sec
2284,Elche Restaurant,ChIJS1zxcFyipBIRXR5s-WR6BJc,OPERATIONAL,4.0,2.0,2030,"Carrer de Vila i Vilà, 71, Barcelona",41.3739804,2.1691442,el Poble-sec
2285,Pizza Torre,ChIJI-DtSFyipBIRprVtcnxYVjU,OPERATIONAL,4.4,1.0,468,"C. d'En Fontrodona, 1 bis, Barcelona",41.374314,2.1676375,el Poble-sec
2286,Pizza La Strada,ChIJ3b9NhVuipBIREh4rcOzAXGw,OPERATIONAL,4.5,1.0,255,"Carrer de Vila i Vilà, 48, Barcelona",41.3738965,2.1701591,el Poble-sec
2287,Bar Restaurant Porto Colon,ChIJ7Q14SFyipBIRnAK53rYds9E,OPERATIONAL,3.1,,77,"C. d'En Fontrodona, Barcelona",41.3744331,2.1677073,el Poble-sec
2288,Xiloka BCN Bar Restaurant,ChIJteVNm1uipBIRLUJhjFv_cLw,OPERATIONAL,4.7,1.0,679,"C. de Cabanes, 22, Barcelona",41.3736465,2.1702154,el Poble-sec
2289,Ouzoud cous cous,ChIJlSv6tl2ipBIRcdZFWX-ceYs,OPERATIONAL,4.3,,369,"Carrer de Salvà, 5, Barcelona",41.3744356,2.1666874,el Poble-sec
2290,KFC,ChIJeaskxl2ipBIR1WvvkHxmlDM,OPERATIONAL,3.6,1.0,1414,"Av. del Paral·lel, 83, Barcelona",41.3747938,2.1664272,el Poble-sec
2291,A taberna de Vigo,ChIJ3T8SzF2ipBIR10SsOKUmtyI,OPERATIONAL,4.0,2.0,837,"Av. del Paral·lel, 84, Barcelona",41.375215,2.1670081,Sant Antoni
2292,Los Cachitos,ChIJH7UiL1yipBIRUmXYVITMIsQ,OPERATIONAL,4.0,2.0,1621,"Rda. de Sant Pau, 4, Barcelona",41.3754448,2.1677323,el Raval
2293,Papadam,ChIJgYRzxgijpBIRv2cepysaa6Y,OPERATIONAL,4.6,,1182,"Rda. de Sant Pau, 11, Barcelona",41.3756516,2.166858,Sant Antoni
2294,La Jabata,ChIJJ4GoIWqjpBIRMVImz2hZF5g,OPERATIONAL,4.5,2.0,603,"Rda. de Sant Pau, 15, Barcelona",41.375748,2.1667294,Sant Antoni
2295,Filomena Gastrobar,ChIJW78t2V2ipBIRZLZpJ0KMxio,OPERATIONAL,4.6,2.0,369,"Carrer d'Aldana, 8, Barcelona",41.3756453,2.1662322,Sant Antoni
2296,Ecuasucre,ChIJrdd22VijpBIRnFp1h1YTlKs,OPERATIONAL,4.1,,163,"Ronda de Sant Pau, 5 &, Av. del Paral·lel, Barcelona",41.375445,2.1671049,Sant Antoni
2297,Asian Ways,ChIJK0JE-12ipBIRiLnfqF3wUL8,OPERATIONAL,4.5,2.0,1324,"Av. del Paral·lel, 92, Barcelona",41.3752147,2.1663714,Sant Antoni
2298,Sushi Ouchi,ChIJ0yzooJWjpBIRro4eeQBVrPI,OPERATIONAL,4.4,,188,"Rda. de Sant Pau, 9, Barcelona",41.37559880000001,2.1669286,Sant Antoni
2299,Ca l'Isidre,ChIJNWp6IFyipBIRjYimSsPqs_0,OPERATIONAL,4.4,3.0,371,"De, Carrer de les Flors, 12, Barcelona",41.3759559,2.1679378,el Raval
2300,Perro pako bar,ChIJKdiwAQajpBIRIB_qwHFXrVU,OPERATIONAL,4.7,,237,"Carrer de les Flors, 16, Barcelona",41.3759517,2.1677628,el Raval
2301,Izakaya Ramen House Barcelona,ChIJ0XGC1F2ipBIRLW0F6hHBEg8,OPERATIONAL,4.2,2.0,483,"Rda. de Sant Pau, 7, Barcelona",41.3755263,2.1669727,Sant Antoni
2302,Rincón Del Raval,ChIJ8w0IJFmipBIRlV7nSuS3_Ek,OPERATIONAL,4.4,1.0,471,"C/ de Sant Pau, 100, Barcelona",41.37663269999999,2.1693949,el Raval
2303,La Riereta Restaurant,ChIJ1drDz16ipBIR0FeA7cYnvoA,OPERATIONAL,3.0,,2,"Carrer de la Riereta, 26, Barcelona",41.3776284,2.1690721,el Raval
2304,EL CAPRICHO KEBAB Y PIZZA,ChIJa5iU8HSjpBIROYeEq77unn0,OPERATIONAL,4.6,,46,"Av. del Paral·lel, 72, Barcelona",41.3751576,2.1689083,el Raval
2305,Pizzeria Francesco,ChIJgRiJFKyjpBIRE3e3mxojfvY,OPERATIONAL,5.0,,7,"Carrer de les Carretes, 44, Barcelona",41.3775223,2.1671694,el Raval
2306,Yalotengoalfinal,ChIJ8_ZdI7WjpBIRlJLrPtllsDw,OPERATIONAL,0.0,,0,"Carrer de l'Hort de la Bomba, 4, Barcelona",41.3767316,2.1680085,el Raval
2307,El Pachuco,ChIJ-Vomrl6ipBIRLS9iYzEG350,OPERATIONAL,4.5,1.0,4364,"C/ de Sant Pau, 110, Barcelona",41.3764787,2.1691758,el Raval
2308,Guixot,ChIJDQ8AA1-ipBIRhP9EeonZoTM,OPERATIONAL,4.6,1.0,1261,"Carrer de la Riereta, 8, Barcelona",41.3784924,2.1677244,el Raval
2309,La Informal,ChIJy8EzLlmipBIRTuJB3REl87A,OPERATIONAL,4.4,2.0,1578,"Rambla del Raval, 32, Barcelona",41.3776844,2.1700444,el Raval
2310,Restaurant El Nou Cafetí,ChIJK4teyViipBIRqyNP6rVkZm8,OPERATIONAL,4.7,1.0,536,"Carrer de Sant Rafael, 18, Barcelona",41.3794091,2.1698138,el Raval
2311,Taj Mahal Bar Restaurante,ChIJIYauLVmipBIRc2SPejecqIc,OPERATIONAL,0.0,,0,"Rambla del Raval, 26, Barcelona",41.3779086,2.1698037,el Raval
2312,Radici,ChIJ26xAf2CjpBIRT7LeSLRxg7U,OPERATIONAL,4.6,2.0,657,"Rambla del Raval, 3, Barcelona",41.37971719999999,2.1686834,el Raval
2313,Terra Alta,ChIJsfU5C1-ipBIRr0VEREBqZ7A,OPERATIONAL,4.4,1.0,142,"Carrer de l'Hospital, 137, Barcelona",41.3795452,2.1673628,el Raval
2314,La Fragua,ChIJdwsOMV-ipBIRqYV1bu0NWh8,OPERATIONAL,2.8,,232,"Rambla del Raval, 15, Barcelona",41.3792566,2.1691701,el Raval
2315,Lahori tandoori,ChIJx_iS-SejpBIRgFL2JQnfXXw,OPERATIONAL,4.3,,78,"Hospital, 130, Barcelona",41.3795695,2.1669218,el Raval
2316,Restaurante Palona Anca,ChIJlUR0dF-ipBIRCqX0YytlIRQ,OPERATIONAL,3.0,,2,Barcelona,41.3796338,2.1671038,el Raval
2317,A Tu Bola,ChIJ8cSQT1-ipBIRHHtt6of4JmA,OPERATIONAL,4.7,1.0,1430,"Carrer de l'Hospital, 78, Barcelona",41.380122,2.168958,el Raval
2318,Bapary Centar,ChIJW7jkuVKjpBIR9qHSeOjziMg,OPERATIONAL,5.0,,11,"C/ del Carme, 116, Barcelona",41.3797752,2.1662685,el Raval
2319,Man o salwa,ChIJuY6F-nyjpBIRWc4x2YWhjj8,OPERATIONAL,4.5,,116,"C/ del Carme, 95, Barcelona",41.3801008,2.1669413,el Raval
2320,Haldi Indian Restaurant,ChIJ6Wjus0WjpBIRRRV1T9DrhzE,OPERATIONAL,4.9,1.0,810,"C/ del Carme, 71, Barcelona",41.3806036,2.167705,el Raval
2321,Bianco Noir,ChIJQx3sgV-ipBIReCgs2thZHyk,OPERATIONAL,4.6,1.0,197,"Carrer de la Riera Alta, 8, Barcelona",41.3806132,2.1670082,el Raval
2322,taco,ChIJ1c86UEajpBIRl35thBFekKk,OPERATIONAL,0.0,,0,"C/ del Carme, 76, Barcelona",41.3808505,2.1677291,el Raval
2323,Bar Muy Buenas,ChIJE4SNifWipBIR9BlupW7fV1A,OPERATIONAL,4.4,2.0,1319,"C/ del Carme, 63, Barcelona",41.3809017,2.1681069,el Raval
2324,JoEs TaBLe • Social Fine Dining •,ChIJU0O7lLajpBIRNU1sKNIaG7M,OPERATIONAL,5.0,,24,"・private restaurant・(by appointment only, Plaça dels Àngels, 5, Barcelona",41.3808154,2.1684913,el Raval
2325,Bar Restaurant Victòria,ChIJ9bl46fWipBIReRQYIT54k8w,OPERATIONAL,3.9,1.0,775,"C/ dels Àngels, 8, Barcelona",41.3819722,2.1686723,el Raval
2326,La Benita Bar Restaurante,ChIJvfePZm-jpBIRB799xEmAMNo,OPERATIONAL,4.8,,41,"C/ del Carme, 74, Barcelona",41.3808995,2.167835,el Raval
2327,O'Toxo 3 Brothers,ChIJ58Nri_WipBIR2obMKu9XHv0,OPERATIONAL,4.3,1.0,2193,"C/ del Carme, 59, Barcelona",41.3810505,2.1682168,el Raval
2328,FAT SCHMUCK,ChIJabIct66jpBIRlh_30mHIYPM,OPERATIONAL,4.4,,772,"Plaça d'Emili Vendrell, 1, Barcelona",41.3812381,2.1668698,el Raval
2329,Bar Restaurante Xironda Orense,ChIJsW8Y9fWipBIRzLLlejWJNL0,OPERATIONAL,4.4,1.0,146,"Carrer d'En Roig, 19, Barcelona",41.3808906,2.1684073,el Raval
2330,Bismillah Kebabish,ChIJO957cvWipBIRozo-zK0lu0g,OPERATIONAL,4.4,1.0,4259,"C/ de Joaquín Costa, 22, Barcelona",41.3819726,2.1665065,el Raval
2331,Mamacafé Restaurant,ChIJU690z_WipBIRRbM5DhYI2rw,OPERATIONAL,4.3,1.0,401,"C. del Doctor Dou, 10, Local 2, Barcelona",41.3827723,2.1687507,el Raval
2332,Frivo,ChIJm1Vr39qjpBIRJ2KJWYGHGsY,OPERATIONAL,3.7,,6,"C/ dels Àngels, 12, Barcelona",41.3823552,2.1682926,el Raval
2333,Elisabets Restaurant,ChIJN4zPLvSipBIRnANNEEwB15Q,OPERATIONAL,4.3,1.0,1972,"Carrer de les Ramelleres, 3, Barcelona",41.3838209,2.169175,el Raval
2334,Tosca del Carme,ChIJn8y8CvaipBIRN8pcIOZvzqo,OPERATIONAL,4.5,2.0,1768,"C/ del Carme, 40, Barcelona",41.381988,2.1696386,el Raval
2335,Terracccita,ChIJkX2E-fSipBIRirnJCB-QgxE,OPERATIONAL,3.9,2.0,329,"C/ de Montalegre, 5, Barcelona",41.38339999999999,2.1664517,el Raval
2336,KINO,ChIJ38LfD_WipBIRfdSBNjegJH0,OPERATIONAL,4.4,2.0,1004,"C/ de Ferlandina, 23, Barcelona",41.3826007,2.1665946,el Raval
2337,Buenas Migas,ChIJ03TBgvaipBIRM4LhiidJbwA,OPERATIONAL,4.2,2.0,1877,"Plaça del Bonsuccés, 6, Bajo, Barcelona",41.383817,2.169634,el Raval
2338,Racó Bonsuccés,ChIJiXZOlvaipBIRU1R1jxWJ7SA,OPERATIONAL,4.5,1.0,1038,"Carrer del Bonsuccés, 6, Barcelona",41.38440019999999,2.1702127,el Raval
2339,Restaurante Tallers,ChIJQ07coPaipBIRU0Nq_HosiYI,OPERATIONAL,3.9,,14,"C/ dels Tallers, 6, 8, Barcelona",41.3847736,2.1697429,el Raval
2340,Restaurant Viena Blanca,ChIJ_aWE4veipBIR0ryT6zZgRsE,OPERATIONAL,4.1,,228,"C/ del Pintor Fortuny, 10, Barcelona",41.38311179999999,2.1699843,el Raval
2341,Dos Palillos,ChIJyaJCM_SipBIRxsdH2ToFYe0,OPERATIONAL,4.3,4.0,1169,"Carrer d'Elisabets, 9, Barcelona",41.3833292,2.1686126,el Raval
2342,Amoon Restaurant & Lounge,ChIJOVwBDSmjpBIR8JaS4oyXahw,OPERATIONAL,4.6,,117,"C/ de Jovellanos, 3, Barcelona",41.3851722,2.1678005,el Raval
2343,Teresa Carles,ChIJH1MVbvSipBIRl_BB017gBB4,OPERATIONAL,4.4,2.0,5863,"C/ de Jovellanos, 2, Barcelona",41.3851282,2.167997,el Raval
2344,Majide,ChIJBUScZvSipBIRHqmaHzJBdm8,OPERATIONAL,4.5,3.0,866,"C/ dels Tallers, 48, Barcelona",41.3850177,2.167559,el Raval
2345,El Club de l'Hamburguesa,ChIJFXAKjfSipBIR96Qnvc7D97Y,OPERATIONAL,4.1,1.0,1005,"C/ de Valldonzella, 3, Barcelona",41.3848224,2.1666407,el Raval
2346,Julivert Meu Restaurante,ChIJrcJCl_aipBIRsV4hTVjIfbk,OPERATIONAL,4.2,2.0,1390,"Carrer del Bonsuccés, 7, Barcelona",41.3842852,2.170238,el Raval
2347,Restaurant Núria,ChIJJd0rpvaipBIRvW8hu31h5tg,OPERATIONAL,4.1,2.0,3586,"Rambla de Canaletes, 133, Barcelona",41.38526100000001,2.169887,el Raval
2348,RAO Restaurant,ChIJZQKuEx6jpBIRAttn9_8h0Dk,OPERATIONAL,4.7,2.0,1226,"Carrer de les Sitges, 3, Barcelona",41.3842671,2.1696744,el Raval
2349,The Ranch Smokehouse,ChIJ168J5w2jpBIRzWLMd9pRSNE,OPERATIONAL,4.4,2.0,2686,"Ronda de la Univ., 20, Barcelona",41.38681589999999,2.1676503,la Dreta de l'Eixample
2350,Foster's Hollywood,ChIJSeeDVYOjpBIRakWDNDcVF5g,OPERATIONAL,4.1,2.0,976,"Ronda de la Univ., 27, Barcelona",41.3870035,2.1669464,la Dreta de l'Eixample
2351,La Tagliatella | Plaça de Catalunya,ChIJWZeUmPOipBIR9siuAej-urY,OPERATIONAL,4.1,2.0,2228,"Ronda de la Univ., 31, Barcelona",41.3871125,2.1672974,la Dreta de l'Eixample
2352,Bentō & Go,ChIJTzjMmLyjpBIRRi6kN3DdATg,OPERATIONAL,4.4,,339,"Ronda de la Univ., 29, Barcelona",41.38699889999999,2.1670961,la Dreta de l'Eixample
2353,Bacoa Burger Universitat | Hamburguesería en Barcelona,ChIJqTefn_OipBIRqXyvdzN0QUk,OPERATIONAL,4.4,2.0,8883,"Ronda de la Univ., 31, Barcelona",41.3870812,2.1671793,la Dreta de l'Eixample
2354,Kasa Japo,ChIJxZTzIuSjpBIRmp39THjyIwU,OPERATIONAL,4.4,2.0,1032,"C/ de Bergara, 1, Barcelona",41.3860838,2.1675638,la Dreta de l'Eixample
2355,Hemingway,ChIJqTefn_OipBIRGlCREl4tdpk,OPERATIONAL,0.0,,0,"Ronda de la Univ., 31, Barcelona",41.3871013,2.1672062,la Dreta de l'Eixample
2356,Viena,ChIJ7cy3n_SipBIRnDryuOeHMaI,OPERATIONAL,3.9,2.0,2437,"C. de Pelai, 16, Barcelona",41.3856904,2.1661088,el Raval
2357,Pure Cuisine,ChIJj9CCYBejpBIRSgd1BWuRbWM,OPERATIONAL,4.1,1.0,384,"C. de Pelai, 13, Barcelona",41.3857972,2.168025,la Dreta de l'Eixample
2358,Chalito,ChIJA4yIrfOipBIRcnoRuiyn7H0,OPERATIONAL,4.2,2.0,6355,"Rambla de Catalunya, 12, Barcelona",41.3881627,2.167732,la Dreta de l'Eixample
2359,Tapa Tapa Rambla de Catalunya,ChIJc2T8r_OipBIR2qaaMARTk2w,OPERATIONAL,3.9,2.0,2239,"Rambla de Catalunya, 7, Barcelona",41.3877447,2.1677207,la Dreta de l'Eixample
2360,Vapiano Gran Via,ChIJRRlEYqKjpBIRwcruXwbwVow,OPERATIONAL,4.3,2.0,2763,"Gran Via de les Corts Catalanes, 630, Barcelona",41.3886704,2.1676941,la Dreta de l'Eixample
2361,Can Plaça,ChIJ29H6d_ijpBIRCrlAwhtJVww,OPERATIONAL,4.3,,1111,"Rambla de Catalunya, 8, Barcelona",41.3879877,2.1679545,la Dreta de l'Eixample
2362,Poca-Solta,ChIJj_DOUIijpBIRudzVecHrimA,OPERATIONAL,4.8,,915,"Rambla de Catalunya, 11, Barcelona",41.3878872,2.1675974,la Dreta de l'Eixample
2363,König Barcelona Centre,ChIJzyCpuvOipBIR81q13eFJsyw,OPERATIONAL,4.2,1.0,8076,"Rambla de Catalunya, 5, Barcelona",41.3875877,2.1676739,la Dreta de l'Eixample
2364,Burger King,ChIJ1YP2uvOipBIRi5R15VoNFdI,OPERATIONAL,3.6,1.0,2211,"Metro Catalunya, Rambla de Catalunya, 5, Barcelona",41.38760000000001,2.1676853,la Dreta de l'Eixample
2365,Anxoita Bodega,ChIJqWyZmPejpBIRQ5HVCnHoM-4,OPERATIONAL,4.8,,132,"Rambla de Catalunya, 20, Barcelona",41.3890062,2.1666459,la Dreta de l'Eixample
2366,La Taperia,ChIJG-4DC_KipBIRo_Lo_O-cgU4,OPERATIONAL,2.7,,262,"24 Bis, Pg. de Gràcia, Barcelona",41.3903577,2.1676939,la Dreta de l'Eixample
2367,Oassis Natural Cooking,ChIJTZmNZ1mjpBIRfmfUkyju5hM,OPERATIONAL,4.0,2.0,2746,"Pg. de Gràcia, 24, Barcelona",41.3901825,2.1679029,la Dreta de l'Eixample
2368,Restaurant Les Delícies,ChIJ2_KU9_GipBIRc3y6q7x7Exc,OPERATIONAL,4.2,,122,"Gran Via de les Corts Catalanes, 644, Barcelona",41.3901396,2.1696699,la Dreta de l'Eixample
2369,VIRENS,ChIJwe1XAfKipBIRKVz8iQ_o65w,OPERATIONAL,4.4,2.0,261,"Gran Via de les Corts Catalanes, 619, Barcelona",41.3905666,2.1691767,la Dreta de l'Eixample
2370,Thai Barcelona,ChIJDag3hu2ipBIR7vZDpaM-foo,OPERATIONAL,4.2,3.0,3691,"C/ de la Diputació, 273, Barcelona",41.3910391,2.1676872,la Dreta de l'Eixample
2371,Age of Aquarius,ChIJz39qsMijpBIRriWZQtrVaKY,OPERATIONAL,4.9,,44,"Passeig de Gràcia, 29, piso 1, Barcelona",41.3907208,2.1660732,la Dreta de l'Eixample
2372,Restaurant La Trobada *Menú*,ChIJeyO_2e2ipBIRHoVxXuWxsz0,OPERATIONAL,4.3,1.0,220,"C/ de Roger de Llúria, 41, Barcelona",41.3925981,2.1693415,la Dreta de l'Eixample
2373,Terrat,ChIJWaaffO2ipBIRGCmFLPDOD4c,OPERATIONAL,3.7,,74,"Pg. de Gràcia, 40, Barcelona",41.39117,2.16663,la Dreta de l'Eixample
2374,Restaurante Garum,ChIJFynQ2O2ipBIRcDvO6l9l5Rw,OPERATIONAL,5.0,,1,"C/ de Roger de Llúria, 39, Barcelona",41.3925349,2.1694248,la Dreta de l'Eixample
2375,La Penela Barcelona. Taverna Gallega,ChIJ5SpQ-O2ipBIRVA3OcW7aU0M,OPERATIONAL,4.4,,943,"C/ de Pau Claris, 97, Barcelona",41.3909935,2.1691249,la Dreta de l'Eixample
2376,Five Guys Passeig de Gràcia,ChIJM88FR7ajpBIRnvgASs4qkDE,OPERATIONAL,4.1,2.0,731,"Pg. de Gràcia, 28, Barcelona",41.3904238,2.1678147,la Dreta de l'Eixample
2377,Bar Restaurante 0086,ChIJC4aG5-2ipBIRvLh4Snww4rY,OPERATIONAL,4.0,2.0,60,"C/ de la Diputació, 293, Barcelona",41.3920922,2.1690264,la Dreta de l'Eixample
2378,Claris 118,ChIJ66dOvO2ipBIR8fwXDhaRoKQ,OPERATIONAL,4.1,1.0,679,"C/ de Pau Claris, 118 local2, Barcelona",41.3923144,2.1678369,la Dreta de l'Eixample
2379,Rumbo Bar & Eatery,ChIJ5y80zOOjpBIRJlXdTmvmCi4,OPERATIONAL,4.0,,7,"C/ de Pau Claris, 122, Barcelona",41.3928009,2.1673995,la Dreta de l'Eixample
2380,Les Finestres de Llúria,ChIJH38gNeyipBIR7P2_jSg4t00,OPERATIONAL,4.3,2.0,311,"C/ de Roger de Llúria, 60, Barcelona",41.3936086,2.1685298,la Dreta de l'Eixample
2381,Masaya Lebanese cuisine,ChIJn9w2qO2ipBIRIXmEC6_5kpE,OPERATIONAL,4.6,,541,"C/ de Pau Claris, 128, Barcelona",41.3930064,2.1669786,la Dreta de l'Eixample
2382,Maska GastroPub,ChIJ--t0RgijpBIRszSvo39WgrU,OPERATIONAL,4.9,,133,"C/ de Pau Claris, 117, Barcelona",41.3921409,2.1678013,la Dreta de l'Eixample
2383,Comida peruana,ChIJV5q11u2ipBIRFDqsw1br3fQ,OPERATIONAL,4.1,,19,"C/ de Roger de Llúria, 54, Barcelona",41.3929701,2.1692325,la Dreta de l'Eixample
2384,Tio Bigotes Eixample,ChIJ1Q4xskGjpBIRgRQQ7inkcJw,OPERATIONAL,4.9,,118,"C/ de Roger de Llúria, 53, Barcelona",41.3934845,2.1681851,la Dreta de l'Eixample
2385,Lomo Alto,ChIJ5YTN_OyipBIRevrlp03RoAY,OPERATIONAL,4.1,4.0,1599,"C/ d'Aragó, 285, Barcelona",41.3937349,2.1666022,la Dreta de l'Eixample
2386,Granja Bruselas,ChIJ3cPj9eyipBIRlrrq9ewrfHE,OPERATIONAL,4.7,1.0,313,"C/ de Roger de Llúria, 67, Barcelona",41.3943555,2.1670777,la Dreta de l'Eixample
2387,MULAN Take Away | BARCELONA,ChIJpXpCudejpBIRUfe-3JulZec,OPERATIONAL,4.8,,43,"C/ d'Aragó, 287, Barcelona",41.393842,2.1665739,la Dreta de l'Eixample
2388,Chinese Garden | Restaurant Xinès,ChIJ5SuXBUCjpBIR2pvZE0ADyyw,OPERATIONAL,4.5,2.0,690,"C/ d'Aragó, 287, Barcelona",41.393842,2.1665739,la Dreta de l'Eixample
2389,"Bar-Restaurant Amsterdam, Barcelona",ChIJT0XlauyipBIRXSUl5_N8DCQ,OPERATIONAL,4.2,1.0,552,"C/ d'Aragó, 305, Barcelona",41.3947842,2.1680913,la Dreta de l'Eixample
2390,Restaurante Atipic,ChIJFeqmIuyipBIRA9YJCeps428,OPERATIONAL,0.0,,0,"C/ del Bruc, 79, Barcelona",41.3945505,2.1690021,la Dreta de l'Eixample
2391,Restaurant Can Cargol,ChIJVQ4KfuyipBIRpLvfOxDVcF0,OPERATIONAL,3.9,2.0,1600,"C/ de València, 324, Barcelona",41.3955002,2.167181,la Dreta de l'Eixample
2392,Bar Cugat,ChIJSUMeXNOjpBIRBsRidnayGxw,OPERATIONAL,4.4,2.0,663,"C/ del Bruc, 99, Barcelona",41.3956413,2.1675868,la Dreta de l'Eixample
2393,Lato Brunch,ChIJkR3wfuujpBIRC7m3AUoLWOY,OPERATIONAL,4.8,2.0,1564,"C/ del Bruc, 118, Barcelona",41.3963322,2.1672247,la Dreta de l'Eixample
2394,9 Nine Restaurant,ChIJmaXG8uuipBIRawbQjvwdL7w,OPERATIONAL,4.7,2.0,1729,"C/ de València, 334, Local 1, Barcelona",41.3963605,2.1683929,la Dreta de l'Eixample
2395,La Real Hamburguesería - Eixample,ChIJ43z4j-yipBIRpqi-Zi2D5Ws,OPERATIONAL,4.4,2.0,1955,"C/ de València, 285, Tienda 03, Barcelona",41.3953104,2.1664583,la Dreta de l'Eixample
2396,Casa Amàlia,ChIJcVA_AeyipBIR7AVyApkU0Ow,OPERATIONAL,4.6,2.0,2499,"Ptge. del Mercat, 14, Barcelona",41.3962655,2.1685205,la Dreta de l'Eixample
2397,Nanao Café Restaurante,ChIJFXvxlOuipBIRXatSJeVrLlM,OPERATIONAL,5.0,,5,"C/ de Girona, 113, Barcelona",41.3968891,2.1682052,la Dreta de l'Eixample
2398,Restaurant Embat,ChIJ-_dtdeuipBIRJosW1OKbZl4,OPERATIONAL,4.6,2.0,413,"C/ de Mallorca, 304, Barcelona",41.3970108,2.1671,la Dreta de l'Eixample
2399,Grill Restaurant El Caliu de l'Eixample,ChIJF1Tq5-uipBIRZtkp8RqO2VQ,OPERATIONAL,4.0,1.0,824,"C/ de València, 329, Barcelona",41.3970697,2.1689047,la Dreta de l'Eixample
2400,La Barca Del Pescador,ChIJl3WauuuipBIRdEGgfxhLnvU,OPERATIONAL,4.3,3.0,526,"Carrer Mallorca, C/ de Girona, 314, Esq, Barcelona",41.3977003,2.1678468,la Dreta de l'Eixample
2401,Teòric Taverna Gastronòmica,ChIJ2XFL1-uipBIRBnHqrNR8QV0,OPERATIONAL,4.8,2.0,1630,"C/ de Bailèn, 117, Barcelona",41.39778080000001,2.1692833,la Dreta de l'Eixample
2402,Don Kilo Sisterparis,ChIJVRCGDjyjpBIRtMkHgXSmuww,OPERATIONAL,4.8,2.0,832,"Av. Diagonal, 339, Barcelona",41.3982397,2.1676476,la Dreta de l'Eixample
2403,"Gastro Metropolitan NYC, S.L.",ChIJd5RmEJGjpBIRDcYi5UEN0Gs,OPERATIONAL,5.0,,1,"C/ de Mallorca, 308, Local 2, Barcelona",41.3971802,2.1671864,la Dreta de l'Eixample
2404,La Forquilla de Fusta,ChIJk6qVPp6jpBIR6o3a07EI3r8,OPERATIONAL,4.4,,394,"C/ de València, 350, Barcelona",41.3972468,2.1695344,la Dreta de l'Eixample
2405,Restaurante La Particcela,ChIJ9ZEI_uuipBIRTwWgGQvullc,OPERATIONAL,4.4,,228,"C/ de Girona, 90, Barcelona",41.3961416,2.1695635,la Dreta de l'Eixample
2406,Yubari,ChIJIekireuipBIRisAfbMBse1Y,OPERATIONAL,4.3,,34,"Av. Diagonal, 339 bis, Barcelona",41.39825640000001,2.1674283,la Dreta de l'Eixample
2407,La Tasca d'Or,ChIJKTitX-qipBIR8cxum8YQKdo,OPERATIONAL,3.6,2.0,341,"C/ de Bailèn, 146, Barcelona",41.3995609,2.1673707,la Dreta de l'Eixample
2408,La Cabaña Maseda,ChIJGftpQ-qipBIRFawFZJM8_ss,OPERATIONAL,3.9,,781,"C/ de Provença, 354, Barcelona",41.3993698,2.1678214,la Dreta de l'Eixample
2409,Restaurant 4 Vents,ChIJr6bKNOqipBIRVPm2duQ_kFQ,OPERATIONAL,3.7,1.0,222,"C/ de Mallorca, 330, Barcelona",41.3981995,2.1687344,la Dreta de l'Eixample
2410,Raizes,ChIJ1VZn-AmjpBIRoPR9-W6QIiI,OPERATIONAL,4.7,1.0,186,"C/ de Provença, 357, Barcelona",41.4008785,2.1692469,la Dreta de l'Eixample
2411,Restaurant Un chingo de sabor,ChIJq4c3fdujpBIRi8uZ-A8MbJk,OPERATIONAL,4.5,,383,"C/ de Provença, 357, local 2, Barcelona",41.4008618,2.1693136,la Dreta de l'Eixample
2412,Ciutat Bella,ChIJY9yAeeqipBIRooVQ4q_IDmY,OPERATIONAL,3.9,1.0,91,"Pg. de St. Joan, 125, Barcelona",41.4005156,2.1674911,la Dreta de l'Eixample
2413,Aiueno,ChIJz4Sej-qipBIRIkPS2hedl7M,OPERATIONAL,4.6,2.0,835,"C/ del Rosselló, 296, Barcelona",41.4002135,2.1666563,la Dreta de l'Eixample
2414,Cuina Xinesa Tradicional. Restaurant,ChIJD37o2MGipBIR7hi6XRz7Wic,OPERATIONAL,4.5,1.0,708,"Pg. de St. Joan, 128, Barcelona",41.4009673,2.1679465,la Dreta de l'Eixample
2415,Restaurante Bolívar,ChIJX21Jg8GipBIRXZXqlbSCn2w,OPERATIONAL,0.0,,0,"C/ de Nàpols, 287, Barcelona",41.4031604,2.1689257,el Camp d'en Grassot i Gràcia Nova
2416,El Pórtico,ChIJ33gumMGipBIRyrZ-JzLTSMY,OPERATIONAL,4.3,1.0,447,"C/ d'en Grassot, 15, Barcelona",41.4027762,2.1684669,el Camp d'en Grassot i Gràcia Nova
2417,Casa Cheli,ChIJ63D1a8GjpBIRNexHbFd5ba0,OPERATIONAL,4.6,2.0,557,"C/ de Roger de Flor, 226, Barcelona",41.4012048,2.1698517,la Dreta de l'Eixample
2418,Restaurant Lima Limón,ChIJB56fjcGipBIR2CiazZwqifE,OPERATIONAL,4.2,1.0,677,"C/ del Rosselló, 361, Barcelona",41.40237440000001,2.1690067,el Camp d'en Grassot i Gràcia Nova
2419,Ruta 40 - tapes & entrepans argentins,ChIJ-SNREMGipBIRMpds6eo8UWY,OPERATIONAL,4.5,1.0,470,"C/ de Nàpols, 314, Barcelona",41.4042,2.1679499,el Camp d'en Grassot i Gràcia Nova
