index,place_id,dine_in,reservable,serves_beer,serves_wine,vegeterian,takeout,wheel_chair_acc,tue_hours,wed_hours,thu_hours,fri_hours,sat_hours,sun_hours,mon_hours
4364,ChIJWZjZGj6jpBIRyx-Ib3BptuE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:00–5:00PM, 7:30PM–12:00AM","1:00–5:00PM, 7:30PM–12:00AM","1:00–5:00PM, 7:30PM–12:00AM","1:30–5:00PM, 7:30PM–1:00AM","1:30–5:00PM, 7:30PM–1:00AM","1:00–5:00PM, 7:30PM–12:00AM","1:00–5:00PM, 7:30PM–12:00AM"
4365,ChIJ1Te72T-jpBIRVh2oB0VTPUs,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM",Closed,Closed,"1:00–3:30PM, 8:00–10:30PM"
4366,ChIJ4T7Uvk2jpBIRIqZeZG7xMAw,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,9:00AM–11:00PM,9:00AM–11:00PM,9:00AM–11:00PM,9:00AM–11:00PM,9:00AM–11:00PM,12:00–6:00PM,9:00AM–6:00PM
4367,ChIJ90XVonqjpBIRio5mGptnE3k,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,"12:00–4:30PM, 7:30–11:00PM","12:00–4:30PM, 7:30–11:00PM","12:00–4:30PM, 7:30–11:00PM","12:00–4:30PM, 7:30–11:00PM","12:00–4:30PM, 7:30–11:00PM",12:00–4:30PM,"12:00–4:30PM, 7:30–11:00PM"
4368,ChIJHckMUz6jpBIRnCwmW338Dgc,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,8:00PM–12:00AM,"1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–12:00AM","1:00–5:00PM, 8:00PM–2:30AM","1:00–5:00PM, 8:00PM–2:30AM",1:00–5:00PM,Closed
4369,ChIJq0GQTz6jpBIRxmMzwmPTPoc,Yes,Yes,Yes,Yes,No,Yes,Maybe,6:00PM–1:00AM,6:00PM–1:00AM,6:00PM–1:00AM,6:00PM–2:30AM,12:00PM–2:30AM,1:00–5:00PM,6:00PM–1:00AM
4370,ChIJrcGNNsyjpBIRU1AO0NrgFDA,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Closed,5:00–11:00PM,5:00–11:00PM,12:00PM–12:00AM,12:00PM–12:00AM,12:00–11:00PM,Closed
4371,ChIJp4wWaj6jpBIRYc1CMehJf2I,Yes,Yes,Yes,Yes,No,Yes,Maybe,10:30AM–11:30PM,10:30AM–11:30PM,10:30AM–11:30PM,10:30AM–11:30PM,10:30AM–12:30AM,10:30AM–12:30AM,10:30AM–11:30PM
4372,ChIJf5A9Qj6jpBIRUyyLEody5Hc,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"12:45–4:30PM, 7:45–11:30PM","12:45–4:30PM, 7:45–11:30PM","12:45–4:30PM, 7:45–11:30PM","12:45–4:30PM, 7:45PM–12:00AM","12:45–4:30PM, 7:45PM–12:00AM","12:45–4:30PM, 7:45–11:30PM","12:45–4:30PM, 7:45–11:30PM"
4373,ChIJNfjhNImjpBIRMGd6HFrVqiQ,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Closed,"12:00–4:30PM, 7:00–11:30PM","12:00–4:30PM, 7:00–11:30PM","12:00–4:30PM, 7:00–11:30PM","12:00–4:30PM, 7:00–11:30PM","12:00–4:30PM, 7:00–11:30PM","12:00–4:30PM, 7:00–11:30PM"
4374,ChIJdYRbPfqjpBIRiVY4LVDm8E8,Yes,Yes,Yes,Yes,No,Maybe,Yes,Closed,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM",1:00–3:30PM,Closed
4375,ChIJq5YAyzmjpBIRmJDQW318kgo,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,10:00AM–12:00AM,11:00AM–12:00AM,10:00AM–12:00AM,10:00AM–12:00AM,10:00AM–12:00AM,11:00AM–12:00AM,Closed
4376,ChIJuWp0jMyjpBIRKn-_Q4rNddM,Yes,Maybe,Yes,Yes,No,Yes,Yes,Closed,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM
4377,ChIJfWQmYj6jpBIRZRwi6ejt_pU,Yes,Yes,Yes,Yes,No,Yes,Maybe,7:00AM–10:00PM,7:00AM–10:00PM,7:00AM–10:00PM,7:00AM–10:00PM,7:00AM–10:00PM,8:30AM–4:00PM,7:00AM–10:00PM
4378,ChIJ2Rekbz6jpBIR52qxgJvnMPg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00PM–12:00AM,12:00PM–12:00AM,12:00–11:00PM,12:00–11:00PM
4379,ChIJpxuy9AajpBIRd36M517_d4E,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,
4380,ChIJM68WNDyjpBIREXCHWquUR24,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,,,,,,,
4381,ChIJWZYYJTyjpBIRWOLnp-l1Dt4,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,,,,,,,
4382,ChIJp0GX2j6jpBIRetNRRxNmHw4,Yes,Yes,Yes,Yes,No,Yes,Maybe,7:00AM–5:00PM,7:00AM–5:00PM,7:00AM–5:00PM,7:00AM–5:00PM,8:00AM–2:00PM,Closed,7:00AM–5:00PM
4383,ChIJj0xKMz-jpBIRdXTdFTx7hPw,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,6:30AM–10:00PM,6:30AM–10:00PM,6:30AM–10:00PM,6:30AM–10:00PM,7:30AM–10:00PM,8:00AM–10:00PM,6:30AM–10:00PM
4384,ChIJJ5bFCNijpBIRBrtcjO9ifIg,Yes,Yes,Yes,Maybe,Maybe,Yes,Maybe,,,,,,,
4385,ChIJEQBAOzyjpBIRykVsLdq8sys,Yes,Maybe,Maybe,Maybe,Yes,Maybe,Maybe,,,,,,,
4386,ChIJyUrEIjyjpBIR9RMf7Co4hgo,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,,,,,,,
4387,ChIJU0prSTmjpBIRzDmkNRMY91Y,Yes,Yes,Yes,Yes,No,Maybe,Yes,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM,7:00AM–2:00AM
4388,ChIJy8oZ4jijpBIRv8FwZXncpHw,Yes,Yes,Yes,Yes,No,Yes,Yes,"1:00–4:00PM, 7:00PM–12:00AM","1:00–4:00PM, 7:00PM–12:00AM","1:00–4:00PM, 7:00PM–12:00AM","12:00–4:00PM, 7:00PM–12:00AM",1:00PM–12:00AM,1:00PM–12:00AM,"1:00–4:00PM, 7:00PM–12:00AM"
4389,ChIJZb5ROzmjpBIR4ewZuzgdZCg,Yes,Yes,Yes,Yes,No,Maybe,Yes,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM
4390,ChIJTyxHhxCjpBIReZ-6LzRsYwU,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,"1:00–4:00PM, 7:30–11:30PM","1:00–4:00PM, 7:30–11:30PM","1:00–4:00PM, 7:30–11:30PM","1:00–4:00PM, 7:30PM–12:00AM","1:00–4:00PM, 7:30PM–12:00AM","1:00–4:00PM, 7:30–11:30PM","1:00–4:00PM, 7:30–11:30PM"
4391,ChIJK4PmdRKjpBIRMglT3Tt7rx4,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,,,,,,,
4392,ChIJ___POTijpBIRe8Bd2ymiR-4,Yes,Yes,Yes,Yes,No,Yes,Yes,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,Closed,7:00AM–11:00PM
4393,ChIJ45xAtbyjpBIRwDvtFxMxJLs,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,8:00AM–10:00PM,9:00AM–9:00PM,9:00AM–5:00PM,8:00AM–10:00PM
4394,ChIJO05dncyjpBIRi6SZ8Ua-9KU,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Yes,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,Closed,12:00PM–12:00AM
4395,ChIJSU-UjzajpBIRWWoiX0cv2uc,Yes,Yes,Yes,Yes,No,Yes,Maybe,"12:00–4:00PM, 7:30–11:30PM","12:00–4:00PM, 7:30–11:30PM","12:00–4:00PM, 7:30–11:30PM","12:00–4:00PM, 7:30–11:30PM","12:00–4:00PM, 7:30–11:30PM","12:00–4:00PM, 7:30–11:30PM","12:00–4:00PM, 7:30–11:30PM"
4396,ChIJF7jw8BKjpBIRgvNJPeB8ruM,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,1:00–10:30PM,1:00–10:30PM,1:00–10:30PM,1:00–10:30PM,1:00–10:30PM,1:00–10:30PM,1:00–10:30PM
4397,ChIJLbZajRKjpBIRRi5n-u5JU0U,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM
4398,ChIJu7I-WRSjpBIR-AaBn_3F-6I,Yes,Maybe,Yes,Yes,No,Yes,Maybe,6:30AM–5:30PM,6:30AM–5:30PM,6:30AM–5:30PM,"6:30AM–5:30PM, 10:00PM–1:00AM",10:00PM–1:00AM,Closed,6:30AM–5:30PM
4399,ChIJRcsPNBWjpBIRREnttQw8Fzs,Yes,Yes,Yes,Yes,No,Yes,Yes,1:00–4:00PM,1:00–4:00PM,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–4:00PM,Closed
4400,ChIJ2S0L2BSjpBIRqtdAUjSuAQU,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8:00–11:30PM,8:00–11:30PM,8:00–11:30PM,"1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00–11:30PM",8:00–11:30PM
4401,ChIJF_6MzmqjpBIRrVvvDkNVtfU,Yes,Yes,Yes,Yes,No,Yes,Yes,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM
4402,ChIJBzjf8YyjpBIR3J9L0GCaWPA,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,9:00AM–11:00PM,Closed,9:00AM–11:00PM,9:00AM–11:00PM,9:00AM–11:00PM,9:00AM–11:00PM,9:00AM–11:00PM
4403,ChIJu-hGuc-jpBIRnSD0w63pbuM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:00PM","1:00–3:30PM, 8:00–11:00PM"
4404,ChIJsy2QWhWjpBIRZJDVli_szmE,Yes,Yes,Yes,Yes,No,Yes,Yes,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM
4405,ChIJBcHfAQKjpBIR56c8xNijYps,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Yes,12:00–9:00PM,12:00–9:00PM,12:00–9:00PM,12:00–9:00PM,12:00–9:00PM,12:00–9:00PM,Closed
4406,ChIJXdrPXBWjpBIRofHYqtvVmrY,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,9:00AM–12:00AM,9:00AM–12:00AM,9:00AM–12:00AM,9:00AM–1:00AM,10:00AM–1:00AM,10:00AM–12:00AM,9:00AM–12:00AM
4407,ChIJk5b9NhWjpBIR-5AMI86SsbM,Yes,Yes,Yes,Yes,No,Maybe,Maybe,1:00–5:30PM,1:00–5:30PM,1:00–5:30PM,"1:00–5:00PM, 8:30PM–11:00AM","1:00–5:00PM, 8:30PM–11:00AM",1:00–5:00PM,1:00–5:30PM
4408,ChIJX4_E4n-jpBIRTweKJc6gFIQ,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,6:00PM–12:00AM,6:00PM–12:00AM,6:00PM–12:00AM,6:00PM–12:30AM,1:30PM–12:30AM,1:00PM–12:00AM,Closed
4409,ChIJrVxY3aijpBIRaHwHrDiuS9Q,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,"1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM",1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,"1:00–4:00PM, 8:00PM–12:00AM"
4410,ChIJIX7AdRWjpBIRvRlQaksu9TM,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"12:00–4:00PM, 7:00–11:00PM","12:00–4:00PM, 7:00PM–12:00AM","12:00–4:00PM, 7:00PM–12:00AM","12:00–4:00PM, 7:00PM–12:00AM","12:00–4:00PM, 7:00PM–12:00AM","12:00–4:00PM, 7:00–11:00PM",Closed
4411,ChIJl57kjUajpBIRKQJdVJNJHsg,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,Maybe,,,,,,,
4412,ChIJW99jn1WjpBIRLgsDb4R0d8M,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Maybe,8:00AM–6:00PM,8:00AM–6:00PM,8:00AM–6:00PM,8:00AM–6:00PM,8:00AM–6:00PM,8:00AM–6:00PM,8:00AM–6:00PM
4413,ChIJ9YGzAGmjpBIRj7do0v7GyPE,Yes,Yes,Yes,Yes,Maybe,Yes,No,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM",1:00–4:30PM,Closed
4414,ChIJw-M0WhWjpBIRlLQbSJNVra8,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:00PM","1:00–4:00PM, 7:00–11:30PM",1:00–4:00PM,Closed
4415,ChIJx3QenLajpBIRqvhObQGDbPc,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,5:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00PM–12:00AM,12:00PM–12:00AM,12:00–11:00PM,5:00–11:00PM
4416,ChIJOUQL9z-jpBIRTk-xdISmMRA,Yes,Maybe,Yes,Maybe,No,Yes,Maybe,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM
4417,ChIJ0btA0HajpBIR3hGrNFtubgg,No,Maybe,Maybe,Maybe,Maybe,Yes,Maybe,Closed,10:00AM–3:30PM,10:00AM–3:30PM,10:00AM–3:30PM,10:00AM–3:30PM,10:00AM–3:30PM,10:00AM–3:30PM
4418,ChIJNxS9Nj6jpBIRaBXSr5TAfTk,Yes,Yes,Yes,Yes,Maybe,Yes,No,"11:00AM–4:00PM, 6:00PM–12:00AM","11:00AM–4:00PM, 6:00PM–12:00AM","11:00AM–4:00PM, 6:00PM–12:00AM",11:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,"11:00AM–4:00PM, 6:00PM–12:00AM"
4419,ChIJTT7_U_CjpBIRc_OrK7MboJo,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,10:00AM–4:00PM,10:00AM–4:00PM,10:00AM–4:00PM,10:00AM–4:00PM,10:00AM–4:00PM,10:00AM–4:00PM,10:00AM–4:00PM
4420,ChIJV9lC7D-jpBIR-LVLb3zytNk,Yes,Yes,Yes,Yes,No,Yes,No,Closed,Closed,"1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM","1:00–3:30PM, 8:00–10:30PM",1:00–3:30PM,Closed
4421,ChIJ__Rhuj-jpBIR7ezEFfV4OiM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Closed,1:00–7:30PM,1:00–7:30PM,1:00–7:30PM,Closed,Closed,1:00–7:30PM
4422,ChIJK47c1gajpBIRCIUgx8-R_rs,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,1:00–11:30PM,1:00–11:30PM,1:00–11:30PM,1:00–11:30PM,1:00–11:30PM,1:00–4:00PM,1:00–4:00PM
4423,ChIJqVTef0CjpBIRQYksyHf1Y14,Yes,Yes,Yes,Yes,No,Yes,Yes,7:00AM–11:00PM,7:00AM–11:00PM,8:00AM–11:00PM,7:00AM–11:00PM,7:00AM–11:00PM,8:00AM–11:00PM,Closed
4424,ChIJz67NTj6jpBIR6zbDGy14tug,Yes,Yes,Yes,Maybe,Yes,Yes,Yes,"9:00AM–4:00PM, 6:00–9:00PM","9:00AM–4:00PM, 6:00–9:00PM","9:00AM–4:00PM, 6:00–9:00PM","9:00AM–4:00PM, 6:00–10:00PM",10:00AM–4:00PM,Closed,"9:00AM–4:00PM, 6:00–9:00PM"
4425,ChIJwzrR4wSjpBIRtzpxeTGxGUk,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Closed,10:30AM–3:30PM,10:30AM–3:30PM,10:30AM–3:30PM,9:30AM–4:00PM,9:30AM–4:00PM,9:00AM–3:30PM
4426,ChIJQTpwLJejpBIRwBYJRXigDxE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11:00AM–12:00AM,"12:00–11:00AM, 12:00–4:00PM, 7:00PM–12:00AM","12:00–4:00PM, 7:00PM–12:00AM","12:00–4:00PM, 7:00PM–12:00AM","12:00–4:00PM, 7:00PM–12:00AM","12:00–4:00PM, 7:00PM–12:00AM",Closed
4427,ChIJEcT74_GjpBIRl3dJVl3pHBE,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,9:00AM–12:00AM,9:00AM–12:00AM,9:00AM–12:00AM,9:00AM–12:00AM,9:00AM–12:00AM,1:00–4:30PM,Closed
4428,ChIJe2zlRoyjpBIRm-3Mj-WNZyc,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,7:30PM–12:00AM,12:30PM–12:00AM,12:30PM–12:00AM,12:30PM–12:00AM,12:30PM–12:00AM,12:30–5:00PM,Closed
4429,ChIJ-f9cLdyjpBIRzzNOi35n7Po,Yes,Yes,Yes,Yes,No,Yes,Yes,7:20AM–11:30PM,7:20AM–11:30PM,7:20AM–11:30PM,7:20AM–12:00AM,8:30AM–12:00AM,Closed,7:20AM–11:30PM
4430,ChIJb5jvVj6jpBIRIEqQbyEEP8E,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Maybe,,,,,,,
4431,ChIJTZ_-Wo-jpBIRzLPXHoguJc8,Yes,Yes,Yes,Yes,No,Yes,Yes,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–2:30AM,12:00PM–2:30AM,12:00PM–12:00AM,12:00PM–12:00AM
4432,ChIJq-ykIj-jpBIRd93QECHfac4,Yes,Maybe,No,No,Yes,Yes,Yes,12:30–3:30PM,12:30–3:30PM,12:30–3:30PM,12:30–3:30PM,Closed,Closed,12:30–3:30PM
4433,ChIJNeeRGVijpBIRfdH9IUDQLF8,Yes,Yes,Yes,Yes,Yes,No,Yes,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM",Closed,Closed
4434,ChIJywQ2h0CjpBIRjSGrtPr75kQ,Yes,Yes,Yes,Yes,No,Yes,Maybe,,,,,,,
4435,ChIJnRX9Ij-jpBIRXB4-dgitV2I,Yes,Maybe,Yes,Maybe,Yes,Yes,No,"12:30–3:45PM, 6:30–10:00PM","12:30–3:45PM, 6:30–10:00PM","12:30–3:45PM, 6:30–10:00PM","12:30–3:45PM, 6:30–10:30PM",6:30–10:00PM,6:30–10:00PM,Closed
4436,ChIJYbLjzamjpBIRuDvp6N1V0Eo,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,7:00AM–3:00PM,7:00AM–10:00PM,7:00AM–10:00PM,7:00AM–11:00PM,9:00AM–11:00PM,12:00–10:00PM,7:00AM–10:00PM
4437,ChIJsz1ljl6jpBIRxlI2qEthR0A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"12:30–4:00PM, 7:30–11:00PM","12:30–4:00PM, 7:30–11:00PM","12:30–4:00PM, 7:30–11:00PM","12:30–4:00PM, 7:30–11:00PM",6:00PM–12:15AM,Closed,"12:30–4:00PM, 7:30–11:00PM"
4438,ChIJax6BgzijpBIRFDbgf6IgK6M,Yes,Yes,Yes,Yes,No,Yes,Yes,12:00–5:00PM,12:00–5:00PM,12:00–5:00PM,"12:00–5:00PM, 8:00–11:00PM","12:00–5:00PM, 8:00–11:00PM",12:00–5:00PM,Closed
4439,ChIJ_ddLBTijpBIR82p-_waATGE,Yes,Yes,Yes,Yes,No,Yes,Yes,7:30AM–6:00PM,7:30AM–6:00PM,7:30AM–6:00PM,7:30AM–6:00PM,8:30AM–3:30PM,Closed,7:30AM–6:00PM
4440,ChIJbcgqMbmjpBIRVdVr5oFtCZo,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,Closed,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:30AM,8:00AM–12:00AM,8:00AM–12:00AM
4441,ChIJC-OuYTejpBIRQKs9SLwWbFI,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"12:30–4:30PM, 8:30–11:30PM","12:30–4:30PM, 8:30–11:30PM","12:30–4:30PM, 8:30–11:30PM","12:30–4:30PM, 8:30–11:30PM","12:30–5:00PM, 8:30PM–12:00AM","12:30–5:00PM, 8:30–11:30PM",12:30–4:30PM
4442,ChIJi1tDZzejpBIRNPWqe5WR9R0,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,"12:30–4:30PM, 8:30PM–12:00AM","12:30–4:30PM, 8:30PM–12:00AM","12:30–4:30PM, 8:30PM–12:00AM","12:30–4:30PM, 8:30PM–12:30AM","12:30–4:30PM, 8:30PM–12:30AM","12:30–4:30PM, 8:30PM–12:30AM","12:30–4:30PM, 8:30PM–12:00AM"
4443,ChIJe7YCPzajpBIR-W0CJnGjsak,Yes,Maybe,Yes,Yes,Maybe,Yes,Maybe,,,,,,,
4444,ChIJWepKj_ajpBIRsDPGm5Vf5FQ,Yes,Maybe,Yes,Yes,Maybe,Yes,Maybe,8:00AM–8:00PM,8:00AM–8:00PM,8:00AM–8:00PM,8:00AM–8:00PM,8:00AM–8:00PM,Closed,8:00AM–8:00PM
4445,ChIJQ19X6DWjpBIRyPaRmkI6ZK0,Yes,Yes,Yes,Yes,No,Yes,No,11:00AM–5:00PM,11:00AM–5:00PM,11:00AM–5:00PM,11:00AM–10:00PM,11:00AM–10:00PM,11:00AM–6:00PM,Closed
4446,ChIJwQu9nSejpBIRuq7KnFs3pms,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM
4447,ChIJu0yoLm2jpBIR4iecYAvcFmw,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM
4448,ChIJcWqm7g2jpBIROC2ja1ZvsGA,Yes,Maybe,Yes,No,No,Yes,Yes,10:00AM–3:00AM,10:00AM–3:00AM,10:00AM–3:00AM,10:00AM–3:00AM,10:00AM–3:00AM,10:00AM–3:00AM,10:00AM–3:00AM
4449,ChIJX_p8iGyjpBIR--n6GcLUwYQ,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,10:30AM–12:00AM,10:30AM–12:00AM,10:30AM–12:00AM,10:30AM–12:00AM,10:30AM–12:00AM,10:30AM–12:00AM,10:30AM–12:00AM
4450,ChIJw8oShmyjpBIRTIkEztxmO2Y,Yes,Yes,Yes,Yes,No,Yes,Yes,12:30–11:00PM,12:30–11:00PM,12:30–11:00PM,12:30–11:00PM,12:30–11:00PM,12:30–11:00PM,12:30–11:00PM
4451,ChIJux5s9Q2jpBIRDGd1vZQU9aE,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,12:00–10:30PM,12:00–10:30PM,12:00–10:30PM,12:00–10:30PM,12:00–10:30PM,12:00–10:30PM,12:00–10:30PM
4452,ChIJwVn6UwKjpBIR-dG403vXEqI,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,5:00–11:00PM,5:00–11:00PM,5:00–11:00PM,5:00–11:00PM,5:00–11:00PM,5:00–11:00PM,5:00–11:00PM
4453,ChIJQ10fw2qjpBIRQ-EWd74vZgk,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM
4454,ChIJ3-jQomqjpBIRSFLY1lYrG5Y,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"12:30–3:30PM, 7:30–11:30PM",7:30–11:30PM,7:30–11:30PM,"12:30–3:30PM, 7:30–11:30PM","1:00–4:00PM, 7:30–11:30PM","1:00–4:00PM, 7:30–11:30PM",Closed
4455,ChIJHaXN1bOjpBIRkgcndsUyLpQ,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,,,,,,,
4456,ChIJgdWp92OjpBIReHc3DOJsqpU,Yes,Maybe,Yes,Maybe,Maybe,Yes,Yes,11:00AM–11:00PM,11:00AM–11:00PM,11:00AM–11:00PM,11:00AM–12:00AM,1:00PM–12:00AM,11:00AM–11:00PM,11:00AM–11:00PM
4457,ChIJZeh6h1OjpBIRTzpiBw28d3w,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,Closed,7:00PM–12:00AM,7:00PM–12:00AM,7:00PM–12:00AM,"1:00–5:00PM, 7:00PM–12:00AM",1:00–5:00PM,Closed
4458,ChIJqRbErTOjpBIREOYRT4-53BU,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM","1:00–4:00PM, 8:00PM–12:00AM"
4459,ChIJMU4Vb-SjpBIRgn9MKCorjgE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–1:00AM,12:00PM–1:00AM,12:00PM–12:00AM,1:00PM–12:00AM
4460,ChIJH8l5bxWjpBIReBddeFvKBpE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Closed,1:00–4:00PM,1:00–4:00PM,1:00–4:00PM,1:00–4:30PM,1:00–4:30PM,1:00–4:00PM
