index,place_id,dine_in,reservable,serves_beer,serves_wine,vegeterian,takeout,wheel_chair_acc,tue_hours,wed_hours,thu_hours,fri_hours,sat_hours,sun_hours,mon_hours
2492,ChIJWZ3YqPaipBIRiBjVKg3FLaU,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM",Closed,"1:00–4:00PM, 8:00–11:00PM"
2493,ChIJSWH2ovaipBIR5DIZL3X2djg,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,12:30PM–1:00AM,12:30PM–1:00AM,12:30PM–1:00AM,12:30PM–1:00AM,12:30PM–1:00AM,12:30PM–1:00AM,12:30PM–1:00AM
2494,ChIJo94Nl_aipBIRnY2QXmqKUiI,Yes,Yes,Yes,Yes,No,Maybe,Maybe,"1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM","1:00–4:00PM, 7:30–11:00PM",Closed,1:00–4:00PM
2495,ChIJHXtYOhijpBIRatfrgqlwAYw,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM,12:00–11:00PM
2496,ChIJNe6a7NWjpBIRQYEF3CEbUJ0,Yes,Maybe,Yes,Maybe,Yes,Yes,Yes,12:30–8:00PM,12:30–8:00PM,12:30–8:00PM,12:30–8:00PM,12:30–8:00PM,12:30–4:00PM,1:00–8:00PM
2497,ChIJyaE16iOjpBIRsKrCtQz9K9E,Yes,Yes,Yes,Maybe,Maybe,Yes,Maybe,11:00AM–1:00AM,11:00AM–1:00AM,11:00AM–1:00AM,11:00AM–1:00AM,11:00AM–12:00AM,1:00–4:00PM,"12:00–1:00AM, 11:00AM–1:00AM"
2498,ChIJNdRllPaipBIREsYO4j7K2SU,Yes,Yes,Yes,Yes,No,Yes,Yes,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM
2499,ChIJT1rJR_eipBIR1TO35i0Ip_I,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,,,,,,,
2500,ChIJpWbEUy2jpBIRwd0pqoMrDzA,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,1:00–4:00PM,1:00–4:00PM,1:00–4:00PM,1:00–4:00PM,Closed,Closed,1:00–4:00PM
2501,ChIJeV0G1tKjpBIRNRbwl4xw3H0,Yes,No,Maybe,Maybe,Maybe,Yes,Yes,7:00AM–10:00PM,7:00AM–10:00PM,7:00AM–10:00PM,7:00AM–10:00PM,9:00AM–10:00PM,9:00AM–10:00PM,7:00AM–10:00PM
2502,ChIJeVhMulujpBIR5SPUKz0FvAo,Yes,No,Yes,No,Yes,Yes,Yes,10:00AM–2:00AM,10:00AM–2:00AM,10:00AM–2:00AM,10:00AM–3:00AM,10:00AM–3:00AM,10:00AM–2:00AM,10:00AM–2:00AM
2503,ChIJ02HK0PaipBIRXdVvg-M07K4,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,1:00–4:00PM,1:00–4:00PM,1:00–4:00PM,1:00–4:00PM,1:00–4:00PM,Closed,1:00–4:00PM
2504,ChIJU_Om6vOipBIRMhUPOeGgdEY,Yes,Yes,Yes,Yes,No,Yes,Yes,7:30AM–12:00AM,7:30AM–12:00AM,7:30AM–12:00AM,7:30AM–1:00AM,8:00AM–1:00AM,9:00AM–12:00AM,7:30AM–12:00AM
2505,ChIJlw-fsfOipBIRA5k1UjpDJiQ,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Yes,"1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM","1:00–4:00PM, 7:00–11:30PM",1:00PM–12:00AM,1:00PM–12:00AM,1:00–11:30PM,"1:00–4:00PM, 7:00–11:30PM"
2506,ChIJN2nJ8r6YpBIRNPevFDuvV44,Yes,Yes,Yes,Yes,No,Maybe,Yes,"12:30–4:30PM, 7:00–11:30PM","12:30–4:30PM, 7:00–11:30PM","12:30–4:30PM, 7:00–11:30PM","12:30–5:00PM, 7:00PM–12:00AM",12:30PM–12:00AM,"12:30–5:00PM, 7:00–11:30PM","12:30–4:30PM, 7:00–11:30PM"
2507,ChIJa2YuPiKjpBIRZAhjlkW4nHE,Yes,Yes,Yes,Yes,No,Maybe,Yes,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM,8:00AM–12:00AM
2508,ChIJy_5hTIqjpBIRvdNYNx8mXHs,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11:30AM–10:30PM,11:30AM–10:30PM,11:30AM–10:30PM,11:30AM–11:00PM,11:30AM–11:00PM,11:30AM–10:30PM,11:30AM–10:30PM
2509,ChIJuyh2XfGipBIRuuY22OKj-iw,Yes,Maybe,Yes,Yes,Yes,Yes,Yes,9:00AM–9:00PM,9:00AM–9:00PM,9:00AM–9:00PM,9:00AM–9:00PM,9:00AM–9:00PM,9:00AM–9:00PM,9:00AM–9:00PM
2510,ChIJ48XbxfGipBIR5iX1WNlrDWE,Yes,Yes,Yes,Yes,No,Yes,Yes,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,7:00AM–12:00AM,11:00AM–12:00AM,11:00AM–12:00AM,7:00AM–12:00AM
2511,ChIJFblVAT-jpBIR2d3E9FRrZBw,Yes,Maybe,Yes,Maybe,Maybe,Maybe,Yes,"12:30–4:30PM, 8:00PM–12:00AM","12:30–4:30PM, 8:00PM–12:00AM","12:30–4:30PM, 8:00PM–12:00AM","12:30–4:30PM, 8:00PM–12:00AM","12:30–4:30PM, 8:00PM–12:00AM","12:30–4:30PM, 8:00PM–12:00AM","12:30–4:30PM, 8:00PM–12:00AM"
2512,ChIJM5FFbvKipBIRdWugDh577Ao,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM,12:00PM–1:00AM
2513,ChIJ99rsgbujpBIRnd90Hu3GpG8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3:00–11:00PM,3:00–11:00PM,3:00–11:00PM,3:00–11:00PM,3:00–11:00PM,3:00–11:00PM,3:00–11:00PM
2514,ChIJcavuxvGipBIRa6cPlP672Jg,Yes,Yes,Yes,Yes,No,Yes,Yes,8:00AM–4:30PM,8:00AM–4:30PM,8:00AM–9:00PM,8:00AM–10:00PM,8:00AM–10:00PM,Closed,8:00AM–4:30PM
2515,ChIJcVKIJ8ijpBIRpLZetGDP6Vg,Yes,Maybe,Yes,Maybe,Maybe,Maybe,Maybe,,,,,,,
2516,ChIJe9t57u2ipBIRyHXeIbLSVDs,Yes,Yes,Yes,Yes,No,Yes,Yes,7:15AM–10:00PM,7:15AM–10:00PM,7:15AM–10:00PM,7:15AM–10:00PM,Closed,Closed,7:15AM–10:00PM
2517,ChIJTTx26O2ipBIRVDBORrYpWPc,Yes,Maybe,Yes,Yes,No,Yes,Maybe,7:00AM–7:30PM,7:00AM–7:30PM,7:00AM–7:30PM,7:00AM–7:30PM,11:30AM–7:30PM,Closed,7:00AM–7:30PM
2518,ChIJ474-OFWjpBIRDhvo9t233T8,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–1:00AM,1:00PM–3:00AM,1:00PM–3:00AM,Closed,Closed
2519,ChIJE89F--2ipBIRmNi7hqXu0YM,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,4:00–8:00PM,4:00–8:00PM,4:00–8:00PM,4:00–8:00PM,Closed,Closed,4:00–8:00PM
2520,ChIJT6CYje2ipBIRmmuv3u0hgqo,Yes,Yes,Yes,Yes,Maybe,Maybe,Yes,"1:30–4:00PM, 7:30–10:30PM","1:30–4:00PM, 7:30–10:30PM","1:30–4:00PM, 7:30–10:30PM","1:30–4:00PM, 7:30–10:30PM",Closed,Closed,"1:30–4:00PM, 7:30–10:30PM"
2521,ChIJefmo1-2ipBIRBr5cUyZ1Qt0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM,12:00PM–12:00AM
2522,ChIJY81nh-2ipBIRkWK0POo6DX0,Yes,Yes,Yes,Yes,Maybe,Maybe,No,,,,,,,
2523,ChIJqYk6M-6ipBIRUQYyFp41S9A,Yes,Yes,Yes,Yes,No,Maybe,Yes,7:15AM–12:00AM,7:15AM–12:00AM,7:15AM–12:00AM,7:15AM–12:00AM,7:30AM–12:00AM,7:30AM–12:00AM,7:15AM–12:00AM
2524,ChIJL-Ul3-2ipBIRLmhA942hhEs,Yes,Yes,Yes,Yes,No,Yes,Yes,8:00AM–11:00PM,8:00AM–11:00PM,8:00AM–11:00PM,8:00AM–11:00PM,8:00AM–11:00PM,Closed,8:00AM–4:00AM
2525,ChIJCz1P0e2ipBIRdFiFoiBnJTc,Yes,Yes,Yes,Yes,No,Yes,Yes,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–11:30PM,1:00–11:30PM,1:00–11:00PM,1:00–11:00PM
2526,ChIJZZMkzO2ipBIRRaLOCy3phGs,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM
2527,ChIJFW4otu2ipBIRWWhfYDqZtmE,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–4:00PM, 8:00–11:00PM","1:00–5:00PM, 8:00–11:00PM",Closed,Closed
2528,ChIJgVpl9e6ipBIRXNnwJ6Grw7E,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,8:00AM–3:30PM,8:00AM–3:30PM,8:00AM–3:30PM,8:00AM–3:30PM,Closed,Closed,8:00AM–3:30PM
2529,ChIJT7THE-yipBIRGaNRXISP_TU,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9:00AM–11:00PM,9:00AM–11:00PM,9:00AM–11:00PM,9:00AM–12:00AM,9:00AM–12:00AM,9:00AM–5:00PM,9:00AM–11:00PM
2530,ChIJr99yt-2ipBIRQY0heTPQeYg,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,"1:30–4:00PM, 8:00–11:00PM","1:30–4:00PM, 8:00–11:00PM","1:30–4:00PM, 8:00–11:00PM","1:30–4:00PM, 8:00–11:00PM","1:30–4:00PM, 8:00–11:00PM","1:30–4:00PM, 8:00–11:00PM","1:30–4:00PM, 8:00–11:00PM"
2531,ChIJIzh0LuyipBIRvgUpPtxqV5U,Yes,Yes,Yes,Yes,No,Yes,Yes,1:00–10:00PM,1:00–10:00PM,1:00–10:00PM,1:00–10:00PM,1:00–10:00PM,1:00–10:00PM,1:00–10:00PM
2532,ChIJf9POZdejpBIR4kAF_Pzq6Fo,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Yes,"12:00–4:00PM, 7:00–11:00PM","12:00–4:00PM, 7:00–11:00PM","12:00–4:00PM, 7:00–11:00PM","12:00–4:00PM, 7:00–11:00PM",12:00–11:00PM,12:00–11:00PM,"12:00–4:00PM, 7:00–11:00PM"
2533,ChIJv-DRKOyipBIRNsO8fbuCjsE,Yes,Yes,Yes,Yes,Maybe,Yes,Yes,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:00AM,1:00PM–12:30AM,1:00PM–12:30AM,1:00PM–12:00AM,1:00PM–12:00AM
2534,ChIJIzh0LuyipBIRCmUiAPTyH8Y,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"1:00–3:45PM, 8:00–11:30PM","1:00–3:45PM, 8:00–11:30PM","1:00–3:45PM, 8:00–11:30PM","1:00–3:45PM, 8:00–11:30PM","1:00–4:00PM, 8:00–11:30PM",1:00–4:00PM,Closed
2535,ChIJV2SunXajpBIRLuP2_WYthX8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"10:00AM–5:00PM, 8:00–11:30PM","10:00AM–5:00PM, 8:00–11:30PM","10:00AM–5:00PM, 8:00–11:30PM","10:00AM–5:00PM, 8:00–11:30PM",Closed,Closed,"10:00AM–5:00PM, 8:00–11:30PM"
2536,ChIJwaqxIuyipBIR_X_o_CfX_VE,Yes,Yes,Yes,Yes,No,Maybe,Maybe,"1:00–3:00PM, 8:30–11:00PM","1:00–3:00PM, 8:30–11:00PM","1:00–3:00PM, 8:30–11:00PM","1:00–3:00PM, 8:30–11:00PM","1:00–3:00PM, 8:30–11:00PM",Closed,Closed
2537,ChIJB5qAIOyipBIRTVM7w3SUl5g,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,7:30AM–10:15PM,7:30AM–10:15PM,7:30AM–10:15PM,7:30AM–10:15PM,9:30AM–4:00PM,9:30AM–4:00PM,7:30AM–10:15PM
2538,ChIJPyXU8euipBIRBcMiV9f-9Iw,Yes,Yes,Yes,Yes,No,Yes,Yes,8:30AM–12:00AM,8:30AM–12:00AM,8:30AM–12:00AM,8:30AM–12:00AM,8:30AM–12:00AM,Closed,8:30AM–12:00AM
2539,ChIJfamzXPajpBIRTOLt66U2giA,Yes,Yes,Yes,Yes,No,Yes,Yes,Closed,Closed,7:00–11:00PM,1:00–11:00PM,1:00–11:00PM,1:00–11:00PM,Closed
