,place_id,url
198,ChIJ3R9QixGYpBIRj3GZa98KcdM,https://maps.google.com/?cid=15235970969070301583
199,ChIJYW6nLBKYpBIRjStm1VdttZ4,https://maps.google.com/?cid=11436167052787067789
200,ChIJvxJ9jxGYpBIRVeXuK1pq7oY,https://maps.google.com/?cid=9722825581056157013
201,ChIJO3XzKxKYpBIRGMiQjLtT1gc,https://maps.google.com/?cid=564730868263864344
202,ChIJ7V3c9w2YpBIRpxEAs-5Y7DU,https://maps.google.com/?cid=3885578360742482343
203,ChIJoy4w6kqZpBIRJf2gnMwS7_c,https://maps.google.com/?cid=17865518916812471589
204,ChIJyXRnjg6YpBIRW_2fwGgOmz8,https://maps.google.com/?cid=4583272888850709851
205,ChIJkXONtBOYpBIR1JpFjQXsbWE,https://maps.google.com/?cid=7020526902729611988
206,ChIJ-9Qez-WZpBIR_c2pNQEIsd8,https://maps.google.com/?cid=16118673342624026109
207,ChIJ8eL51BGYpBIRnT8cy4oRgJ0,https://maps.google.com/?cid=11349090348784435101
208,ChIJB-8OVw6YpBIR9gy79l_c1Hk,https://maps.google.com/?cid=8778883878371396854
209,ChIJDcIkmQ-YpBIRoLbpQjXxAiI,https://maps.google.com/?cid=2450786358301144736
210,ChIJjZxWjQ-YpBIR_xbBOD9lZ1k,https://maps.google.com/?cid=6442229114186307327
211,ChIJqd0x_YqZpBIRNBn8XWmB8GU,https://maps.google.com/?cid=7345513281789630772
212,ChIJIfZcSEKZpBIR4wuwXtJWbVg,https://maps.google.com/?cid=6371844509330836451
213,ChIJr7y8kA-YpBIR_anzOqUZiK0,https://maps.google.com/?cid=12504272562843527677
214,ChIJJ00YMNSZpBIRb7XjnkHburk,https://maps.google.com/?cid=13383250317569930607
215,ChIJkS-sml2ZpBIRh2YGF7eXuaM,https://maps.google.com/?cid=11797627511494829703
216,ChIJNz5ioQ-YpBIRFNgyYBDcbqE,https://maps.google.com/?cid=11632476850436102164
217,ChIJU_l3ogWYpBIRNGhVZHKLA0I,https://maps.google.com/?cid=4756798954859227188
218,ChIJ2wyj1TeZpBIRLZVlCvH4aA0,https://maps.google.com/?cid=966295834216207661
219,ChIJud-v32aZpBIRXOsjAAiWBBQ,https://maps.google.com/?cid=1442442741771660124
220,ChIJ6zeVmgWYpBIRoF4lz_fT2e4,https://maps.google.com/?cid=17211020512258776736
221,ChIJQTCYmAWYpBIR9nqVOYQSvLk,https://maps.google.com/?cid=13383592551749352182
222,ChIJEX8i0BqYpBIRUpgv70_z_yg,https://maps.google.com/?cid=2954347405219174482
223,ChIJg_r5N_SZpBIR89DAS5zLIwg,https://maps.google.com/?cid=586536248634560755
224,ChIJqfY_TwSYpBIRZQGKvx1nPl8,https://maps.google.com/?cid=6863036259624419685
225,ChIJMSDKVQSYpBIREm0Ol4OCuH4,https://maps.google.com/?cid=9131191746180312338
226,ChIJ2yF9jhuYpBIRnbipQc4j7uY,https://maps.google.com/?cid=16640277041952438429
227,ChIJ2yF9jhuYpBIRQB-hVdeVaJA,https://maps.google.com/?cid=10405731691126660928
228,ChIJcfns8xuYpBIRWFXDOwjlfWg,https://maps.google.com/?cid=7529425975558493528
229,ChIJOZ2164SYpBIRyYpJGLmc0zQ,https://maps.google.com/?cid=3806558428848556745
230,ChIJgT7kPpuYpBIRF191d_D5MA4,https://maps.google.com/?cid=1022591926604750615
231,ChIJVUTI7jaZpBIRxPMjdXdzsy0,https://maps.google.com/?cid=3293102709441557444
